,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
1258,"[-11, 18, -5, 9, -16, 3, -5, 5, -5, -14]","[9, 3, -5, 18, -5, -11, -16, -5, 5, -14]","[-9, 20, -3, 11, -14, 5, -3, 7, -3, -12]","[-22, 36, -10, 18, -32, 6, -10, 10, -10, -28]","[-0.09090909090909091, 0.05555555555555555, -0.2, 0.1111111111111111, -0.0625, 0.3333333333333333, -0.2, 0.2, -0.2, -0.07142857142857142]","[2, -11, 18, -5, 9, -16, 3, -5, 5, -5, -14]","[-11, 18, -5, 9, -16, 3, -5, 5, -5]",748440000,748440000,314344800,766402560000,1.3361124472235581e-09,1496880000,-53460000,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
1259,"[-11, -3, -3, -7, 16]","[-3, -3, -7, 16, -11]","[-9, -1, -1, -5, 18]","[-22, -6, -6, -14, 32]","[-0.09090909090909091, -0.3333333333333333, -0.3333333333333333, -0.14285714285714285, 0.0625]","[-11, -3, -3, -7, 2, 16]","[-11, -3, -7, 16]",11088,11088,810,354816,9.018759018759017e-05,22176,-3696,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
1260,"[5, -9, -17, -9, 6, -4, 23, -2, -2, -19]","[-19, -17, -9, -9, -2, -4, 6, 23, -2, 5]","[7, -7, -15, -7, 8, -2, 25, 0, 0, -17]","[10, -18, -34, -18, 12, -8, 46, -4, -4, -38]","[0.2, -0.1111111111111111, -0.058823529411764705, -0.1111111111111111, 0.16666666666666666, -0.25, 0.043478260869565216, -0.5, -0.5, -0.05263157894736842]","[5, -9, -17, -9, 6, -4, 2, 23, -2, -2, -19]","[5, -9, -17, -9, 6, 23, -2, -2, -19]",-288839520,-288839520,0,-295771668480,-3.462130112942993e-09,-577679040,72209880,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
1261,"[-17, 20, 3]","[-17, 3, 20]","[-15, 22, 5]","[-34, 40, 6]","[-0.058823529411764705, 0.05, 0.3333333333333333]","[-17, 2, 20, 3]","[-17, 20]",-1020,-1020,-1650,-8160,-0.000980392156862745,-2040,-340,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
1262,"[14, 8, -16, 13]","[13, 8, -16, 14]","[16, 10, -14, 15]","[28, 16, -32, 26]","[0.07142857142857142, 0.125, -0.0625, 0.07692307692307693]","[2, 14, 8, -16, 13]","[14, 8, -16]",-23296,-23296,-33600,-372736,-4.292582417582418e-05,-46592,-1792,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
1263,"[0, -1, -18, -4, -6, 16, -16, 10, 8, -3, -16, 0, 9]","[0, 16, 9, -4, -1, -6, -16, -18, 0, 10, 8, -3, -16]","[2, 1, -16, -2, -4, 18, -14, 12, 10, -1, -14, 2, 11]","[0, -2, -36, -8, -12, 32, -32, 20, 16, -6, -32, 0, 18]","['ZeroDivisionError', -1.0, -0.05555555555555555, -0.25, -0.16666666666666666, 0.0625, -0.0625, 0.1, 0.125, -0.3333333333333333, -0.0625, 'ZeroDivisionError', 0.1111111111111111]","[0, -1, -18, -4, -6, 16, -16, 10, 8, -3, -16, 0, 9, 2]","[0, -1, -18, -6, 16, -16, 10, 8, -3, -16, 0, 9]",0,0,2384363520,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1264,"[12, -32, 19, -19, -5]","[19, -5, 12, -32, -19]","[14, -30, 21, -17, -3]","[24, -64, 38, -38, -10]","[0.08333333333333333, -0.03125, 0.05263157894736842, -0.05263157894736842, -0.2]","[2, 12, -32, 19, -19, -5]","[12, -32, 19, -19]",-693120,-693120,-449820,-22179840,-1.4427516158818097e-06,-1386240,138624,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
1265,"[10, 18, 8, 25, 11, -6, 26, 20, -23, 20, -11]","[20, 8, 10, 26, 18, 20, 11, -23, -6, 25, -11]","[12, 20, 10, 27, 13, -4, 28, 22, -21, 22, -9]","[20, 36, 16, 50, 22, -12, 52, 40, -46, 40, -22]","[0.1, 0.05555555555555555, 0.125, 0.04, 0.09090909090909091, -0.16666666666666666, 0.038461538461538464, 0.05, -0.043478260869565216, 0.05, -0.09090909090909091]","[10, 18, 8, 25, 2, 11, -6, 26, 20, -23, 20, -11]","[10, 18, 8, 25, 11, -6, 26, 20, -23, -11]",-6251731200000,-6251731200000,-8630650828800,-12803545497600000,-1.5995569355253155e-13,-12503462400000,-312586560000,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
1266,"[-5, -12, 20, -9, -1, -6, 3]","[-1, 20, -12, 3, -6, -9, -5]","[-3, -10, 22, -7, 1, -4, 5]","[-10, -24, 40, -18, -2, -12, 6]","[-0.2, -0.08333333333333333, 0.05, -0.1111111111111111, -1.0, -0.16666666666666666, 0.3333333333333333]","[-5, -12, 20, 2, -9, -1, -6, 3]","[-12, 20, -9, -1, -6, 3]",-194400,-194400,92400,-24883200,-5.144032921810698e-06,-388800,38880,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
1267,"[-17, -14, -10, -18, -17, 30, 10, 24, -2, 1, 11, -10, -19]","[-18, 10, 11, 24, 1, -14, -10, -19, -2, -17, -10, 30, -17]","[-15, -12, -8, -16, -15, 32, 12, 26, 0, 3, 13, -8, -17]","[-34, -28, -20, -36, -34, 60, 20, 48, -4, 2, 22, -20, -38]","[-0.058823529411764705, -0.07142857142857142, -0.1, -0.05555555555555555, -0.058823529411764705, 0.03333333333333333, 0.1, 0.041666666666666664, -0.5, 1.0, 0.09090909090909091, -0.1, -0.05263157894736842]","[-17, -14, -10, -18, -17, 2, 30, 10, 24, -2, 1, 11, -10, -19]","[-17, -14, -10, -18, -17, 30, 10, 24, -2, 11, -10, -19]",21918314880000,21918314880000,0,179554835496960000,4.562394533862998e-14,43836629760000,21918314880000,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
1268,"[16, 9, -9, -21, -6, 3]","[-9, 3, 9, 16, -6, -21]","[18, 11, -7, -19, -4, 5]","[32, 18, -18, -42, -12, 6]","[0.0625, 0.1111111111111111, -0.1111111111111111, -0.047619047619047616, -0.16666666666666666, 0.3333333333333333]","[16, 9, -9, -21, -6, 3, 2]","[16, 9, -21, -6, 3]",-489888,-489888,-526680,-31352832,-2.041282905480436e-06,-979776,54432,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
1269,[-16],[-16],[-14],[-32],[-0.0625],"[-16, 2]",[],-16,-16,-14,-32,-0.0625,-32,error,No-violate,Violate,Violate,Violate,error,0,1,1,1,error
1270,"[4, 3, -15, -5]","[-5, -15, 3, 4]","[6, 5, -13, -3]","[8, 6, -30, -10]","[0.25, 0.3333333333333333, -0.06666666666666667, -0.2]","[2, 4, 3, -15, -5]","[4, 3, -15]",900,900,1170,14400,0.0011111111111111111,1800,-180,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1271,"[21, -13, 14, 12, -11, 4, -8, 19, -15, 5, -1]","[19, 5, 21, -13, 12, -1, 4, 14, -8, -11, -15]","[23, -11, 16, 14, -9, 6, -6, 21, -13, 7, 1]","[42, -26, 28, 24, -22, 8, -16, 38, -30, 10, -2]","[0.047619047619047616, -0.07692307692307693, 0.07142857142857142, 0.08333333333333333, -0.09090909090909091, 0.25, -0.125, 0.05263157894736842, -0.06666666666666667, 0.2, -1.0]","[21, -13, 14, 12, -11, 4, -8, 19, -15, 2, 5, -1]","[21, -13, 14, 12, -11, 4, -8, 19, -15, 5]",-23005382400,-23005382400,35089262208,-47115023155200,-4.346808858087053e-11,-46010764800,23005382400,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
1272,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
1273,"[9, -22, 12, 11, -22, -13, 8, -15, -4, -15, 2, -5]","[-22, 11, -5, 12, -15, -13, 2, 9, -15, 8, -4, -22]","[11, -20, 14, 13, -20, -11, 10, -13, -2, -13, 4, -3]","[18, -44, 24, 22, -44, -26, 16, -30, -8, -30, 4, -10]","[0.1111111111111111, -0.045454545454545456, 0.08333333333333333, 0.09090909090909091, -0.045454545454545456, -0.07692307692307693, 0.125, -0.06666666666666667, -0.25, -0.06666666666666667, 0.5, -0.2]","[9, -22, 12, 11, -22, -13, 8, -15, -4, -15, 2, -5, 2]","[9, -22, 12, 11, -22, -13, 8, -15, -4, 2, -5]",-538192512000,-538192512000,-357284928000,-2204436529152000,-1.8580711877314267e-12,-1076385024000,35879500800,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
1274,"[-23, 3, 1, 11, -19, -17, 11, -10, -25]","[11, -10, -23, 1, 11, -25, 3, -19, -17]","[-21, 5, 3, 13, -17, -15, 13, -8, -23]","[-46, 6, 2, 22, -38, -34, 22, -20, -50]","[-0.043478260869565216, 0.3333333333333333, 1.0, 0.09090909090909091, -0.05263157894736842, -0.058823529411764705, 0.09090909090909091, -0.1, -0.04]","[-23, 3, 2, 1, 11, -19, -17, 11, -10, -25]","[-23, 3, 1, 11, -19, -17, 11, -10]",-674181750,-674181750,-2497786200,-345181056000,-1.4832795459088e-09,-1348363500,26967270,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
1275,"[-3, 22, 27, 30, 4, -18, 30, 26, -18]","[26, 27, 30, 30, 4, -18, -3, -18, 22]","[-1, 24, 29, 32, 6, -16, 32, 28, -16]","[-6, 44, 54, 60, 8, -36, 60, 52, -36]","[-0.3333333333333333, 0.045454545454545456, 0.037037037037037035, 0.03333333333333333, 0.25, -0.05555555555555555, 0.03333333333333333, 0.038461538461538464, -0.05555555555555555]","[-3, 22, 27, 30, 4, 2, -18, 30, 26, -18]","[-3, 22, 30, 4, -18, 30, 26, -18]",-54041644800,-54041644800,-30651973632,-27669322137600,-1.8504248042428194e-11,-108083289600,-2001542400,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
1276,[-27],[-27],[-25],[-54],[-0.037037037037037035],"[2, -27]",[],-27,-27,-25,-54,-0.037037037037037035,-54,error,No-violate,Violate,Violate,Violate,error,0,1,1,1,error
1277,"[-7, 22, 7, 14, 1, -15]","[1, 7, -15, 14, 22, -7]","[-5, 24, 9, 16, 3, -13]","[-14, 44, 14, 28, 2, -30]","[-0.14285714285714285, 0.045454545454545456, 0.14285714285714285, 0.07142857142857142, 1.0, -0.06666666666666667]","[-7, 22, 2, 7, 14, 1, -15]","[22, 7, 14, 1, -15]",226380,226380,673920,14488320,4.417351356126866e-06,452760,-32340,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1278,"[-15, -3, 0, -23, -21, -21, -14, 14, 19, -7, -4]","[0, -4, -21, -21, -14, -3, 19, -7, 14, -23, -15]","[-13, -1, 2, -21, -19, -19, -12, 16, 21, -5, -2]","[-30, -6, 0, -46, -42, -42, -28, 28, 38, -14, -8]","[-0.06666666666666667, -0.3333333333333333, 'ZeroDivisionError', -0.043478260869565216, -0.047619047619047616, -0.047619047619047616, -0.07142857142857142, 0.07142857142857142, 0.05263157894736842, -0.14285714285714285, -0.25]","[-15, -3, 0, -23, -21, -21, -14, 14, 2, 19, -7, -4]","[-15, -3, 0, -23, -21, -14, 14, 19, -7, -4]",0,0,7947313920,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1279,"[-5, 5, -12, 0, -28, -13, 31, 15, 15]","[0, 31, -28, -5, 15, -12, -13, 15, 5]","[-3, 7, -10, 2, -26, -11, 33, 17, 17]","[-10, 10, -24, 0, -56, -26, 62, 30, 30]","[-0.2, 0.2, -0.08333333333333333, 'ZeroDivisionError', -0.03571428571428571, -0.07692307692307693, 0.03225806451612903, 0.06666666666666667, 0.06666666666666667]","[-5, 5, -12, 0, -28, -13, 31, 2, 15, 15]","[-5, 5, -12, 0, -28, -13, 31, 15]",0,0,1145584440,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1280,"[-23, -17, 4, 17, -18, -22, -18, 5, -21, 20, -24, -12]","[-24, 5, -22, -17, 20, -21, 4, -12, 17, -23, -18, -18]","[-21, -15, 6, 19, -16, -20, -16, 7, -19, 22, -22, -10]","[-46, -34, 8, 34, -36, -44, -36, 10, -42, 40, -48, -24]","[-0.043478260869565216, -0.058823529411764705, 0.25, 0.058823529411764705, -0.05555555555555555, -0.045454545454545456, -0.05555555555555555, 0.2, -0.047619047619047616, 0.05, -0.041666666666666664, -0.08333333333333333]","[2, -23, -17, 4, 17, -18, -22, -18, 5, -21, 20, -24, -12]","[-23, -17, 4, 17, -22, -18, 5, -21, 20, -24, -12]",114621250867200,114621250867200,118353844224000,469488643552051200,8.72438568270903e-15,229242501734400,-6367847270400,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1281,"[-15, 16, -12, 6, -21, -3, 20, 3, -4, -18, 9, -15]","[9, 3, 6, -15, -18, -3, -15, -21, -12, -4, 20, 16]","[-13, 18, -10, 8, -19, -1, 22, 5, -2, -16, 11, -13]","[-30, 32, -24, 12, -42, -6, 40, 6, -8, -36, 18, -30]","[-0.06666666666666667, 0.0625, -0.08333333333333333, 0.16666666666666666, -0.047619047619047616, -0.3333333333333333, 0.05, 0.3333333333333333, -0.25, -0.05555555555555555, 0.1111111111111111, -0.06666666666666667]","[-15, 16, -12, 6, -21, -3, 20, 3, -4, 2, -18, 9, -15]","[-15, 16, -12, 6, -21, 20, 3, -4, -18, 9, -15]",-634894848000,-634894848000,-179035084800,-2600529297408000,-1.5750639702781138e-12,-1269789696000,211631616000,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
1282,"[15, -1, -5, 6, 16]","[-5, 15, -1, 16, 6]","[17, 1, -3, 8, 18]","[30, -2, -10, 12, 32]","[0.06666666666666667, -1.0, -0.2, 0.16666666666666666, 0.0625]","[15, -1, -5, 6, 16, 2]","[-1, -5, 6, 16]",7200,7200,-7344,230400,0.0001388888888888889,14400,480,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
1283,[-3],[-3],[-1],[-6],[-0.3333333333333333],"[2, -3]",[],-3,-3,-1,-6,-0.3333333333333333,-6,error,No-violate,Violate,Violate,Violate,error,0,1,1,1,error
1284,"[-6, -9, 4, 16, 11, -5]","[-5, -6, 11, 16, -9, 4]","[-4, -7, 6, 18, 13, -3]","[-12, -18, 8, 32, 22, -10]","[-0.16666666666666666, -0.1111111111111111, 0.25, 0.0625, 0.09090909090909091, -0.2]","[-6, -9, 4, 16, 11, -5, 2]","[-6, -9, 4, 16, 11]",-190080,-190080,-117936,-12165120,-5.260942760942761e-06,-380160,38016,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
1285,"[6, 8, -10, -24, -14, 15, -10, -18, -6]","[-10, 6, 8, -14, -6, -10, 15, -24, -18]","[8, 10, -8, -22, -12, 17, -8, -16, -4]","[12, 16, -20, -48, -28, 30, -20, -36, -12]","[0.16666666666666666, 0.125, -0.1, -0.041666666666666664, -0.07142857142857142, 0.06666666666666667, -0.1, -0.05555555555555555, -0.16666666666666666]","[6, 8, 2, -10, -24, -14, 15, -10, -18, -6]","[6, 8, -10, -24, -14, 15, -10, -6]",2612736000,2612736000,1470627840,1337720832000,3.827405447775817e-10,5225472000,-145152000,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
1286,"[32, 19, -16, 22, 2, -8]","[2, 19, -8, 22, -16, 32]","[34, 21, -14, 24, 4, -6]","[64, 38, -32, 44, 4, -16]","[0.03125, 0.05263157894736842, -0.0625, 0.045454545454545456, 0.5, -0.125]","[32, 19, 2, -16, 22, 2, -8]","[32, -16, 22, 2, -8]",3424256,3424256,5757696,219152384,2.92034240430622e-07,6848512,180224,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1287,"[-5, 14, 2, -17, -1, 12, 0, 9]","[9, -17, -5, 2, 14, 0, 12, -1]","[-3, 16, 4, -15, 1, 14, 2, 11]","[-10, 28, 4, -34, -2, 24, 0, 18]","[-0.2, 0.07142857142857142, 0.5, -0.058823529411764705, -1.0, 0.08333333333333333, 'ZeroDivisionError', 0.1111111111111111]","[-5, 14, 2, -17, -1, 2, 12, 0, 9]","[-5, 14, 2, -17, -1, 0, 9]",0,0,887040,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1288,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
1289,"[-25, 1, 5, -2, -5]","[5, -2, -5, 1, -25]","[-23, 3, 7, 0, -3]","[-50, 2, 10, -4, -10]","[-0.04, 1.0, 0.2, -0.5, -0.2]","[-25, 1, 2, 5, -2, -5]","[1, 5, -2, -5]",-1250,-1250,0,-40000,-0.0008,-2500,50,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
1290,"[9, 5, -13, 22, -10, -4]","[9, -10, -4, -13, 22, 5]","[11, 7, -11, 24, -8, -2]","[18, 10, -26, 44, -20, -8]","[0.1111111111111111, 0.2, -0.07692307692307693, 0.045454545454545456, -0.1, -0.25]","[9, 5, -13, 22, -10, -4, 2]","[9, 5, -13, 22, -10]",-514800,-514800,-325248,-32947200,-1.942501942501943e-06,-1029600,128700,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
1291,"[-4, -6, 8, -5, 16, 20, -3, 12, -17, 19, -11]","[-3, -4, -6, -5, -17, -11, 12, 16, 19, 20, 8]","[-2, -4, 10, -3, 18, 22, -1, 14, -15, 21, -9]","[-8, -12, 16, -10, 32, 40, -6, 24, -34, 38, -22]","[-0.25, -0.16666666666666666, 0.125, -0.2, 0.0625, 0.05, -0.3333333333333333, 0.08333333333333333, -0.058823529411764705, 0.05263157894736842, -0.09090909090909091]","[-4, 2, -6, 8, -5, 16, 20, -3, 12, -17, 19, -11]","[-4, -6, 8, -5, 16, 20, 12, -17, 19, -11]",39293337600,39293337600,3772137600,80472755404800,2.544960700920453e-11,78586675200,-13097779200,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
1292,"[-10, -9, -23, -28, 10, 13, 11, 9, -30, -4, -30, -1, -11, -7]","[-9, -28, 13, 10, -30, -23, -1, -7, -30, -11, -10, 9, -4, 11]","[-8, -7, -21, -26, 12, 15, 13, 11, -28, -2, -28, 1, -9, -5]","[-20, -18, -46, -56, 20, 26, 22, 18, -60, -8, -60, -2, -22, -14]","[-0.1, -0.1111111111111111, -0.043478260869565216, -0.03571428571428571, 0.1, 0.07692307692307693, 0.09090909090909091, 0.1111111111111111, -0.03333333333333333, -0.25, -0.03333333333333333, -1.0, -0.09090909090909091, -0.14285714285714285]","[-10, -9, -23, -28, 10, 13, 2, 11, 9, -30, -4, -30, -1, -11, -7]","[-9, -23, -28, 10, 13, 11, 9, -30, -4, -30, -1, -11, -7]",206776009440000,206776009440000,-55532571494400,3387818138664960000,4.836150976644943e-15,413552018880000,-20677600944000,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
1293,"[-21, -27, -20, -20, -22, 10, -5, 0, 0, -13, 7, -10, -3]","[-5, -13, -21, -27, -10, 0, -22, -3, 0, -20, 7, 10, -20]","[-19, -25, -18, -18, -20, 12, -3, 2, 2, -11, 9, -8, -1]","[-42, -54, -40, -40, -44, 20, -10, 0, 0, -26, 14, -20, -6]","[-0.047619047619047616, -0.037037037037037035, -0.05, -0.05, -0.045454545454545456, 0.1, -0.2, 'ZeroDivisionError', 'ZeroDivisionError', -0.07692307692307693, 0.14285714285714285, -0.1, -0.3333333333333333]","[-21, -27, -20, -20, -22, 10, -5, 0, 0, -13, 7, -10, -3, 2]","[-21, -27, -20, -20, -22, 10, -5, 0, 0, -13, 7, -10]",0,0,-351039744000,0,error,0,0,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
1294,"[-26, -2, -30, -3, -6, -6, -3, -21]","[-6, -21, -6, -3, -2, -26, -3, -30]","[-24, 0, -28, -1, -4, -4, -1, -19]","[-52, -4, -60, -6, -12, -12, -6, -42]","[-0.038461538461538464, -0.5, -0.03333333333333333, -0.3333333333333333, -0.16666666666666666, -0.16666666666666666, -0.3333333333333333, -0.047619047619047616]","[-26, -2, -30, -3, 2, -6, -6, -3, -21]","[-26, -2, -30, -6, -6, -3, -21]",10614240,10614240,0,2717245440,9.421305717602012e-08,21228480,-3538080,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
1295,"[-21, 6, -17, -20, 1, 6, -19, -7, 14]","[-20, -17, -21, 6, 14, 6, 1, -19, -7]","[-19, 8, -15, -18, 3, 8, -17, -5, 16]","[-42, 12, -34, -40, 2, 12, -38, -14, 28]","[-0.047619047619047616, 0.16666666666666666, -0.058823529411764705, -0.05, 1.0, 0.16666666666666666, -0.05263157894736842, -0.14285714285714285, 0.07142857142857142]","[2, -21, 6, -17, -20, 1, 6, -19, -7, 14]","[-21, 6, -17, -20, 6, -19, -7, 14]",-478608480,-478608480,-1339545600,-245047541760,-2.0893904763241963e-09,-957216960,-478608480,Violate,Violate,Violate,Violate,No-violate,1,1,1,1,0
1296,"[-28, -27, 17, -21, -21, -29, -16, -19, 9, 8, 16]","[17, -27, -21, 8, 9, 16, -16, -29, -28, -21, -19]","[-26, -25, 19, -19, -19, -27, -14, -17, 11, 10, 18]","[-56, -54, 34, -42, -42, -58, -32, -38, 18, 16, 32]","[-0.03571428571428571, -0.037037037037037035, 0.058823529411764705, -0.047619047619047616, -0.047619047619047616, -0.034482758620689655, -0.0625, -0.05263157894736842, 0.1111111111111111, 0.125, 0.0625]","[-28, -27, 17, -21, -21, -29, -16, -19, 2, 9, 8, 16]","[-28, -27, 17, -21, -21, -29, -16, 9, 8, 16]",-57561667559424,-57561667559424,-56725727058000,-117886295161700352,-1.73726725162652e-14,-115123335118848,3029561450496,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
1297,"[-7, -9, -30, 7, -25, 20, 12]","[20, -7, -25, 7, 12, -30, -9]","[-5, -7, -28, 9, -23, 22, 14]","[-14, -18, -60, 14, -50, 40, 24]","[-0.14285714285714285, -0.1111111111111111, -0.03333333333333333, 0.14285714285714285, -0.04, 0.05, 0.08333333333333333]","[-7, -9, -30, 2, 7, -25, 20, 12]","[-9, -30, 7, -25, 20, 12]",79380000,79380000,62480880,10160640000,1.2597631645250692e-08,158760000,-11340000,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
1298,"[21, -8, 32, -2, 26, 9]","[21, -8, 9, 32, -2, 26]","[23, -6, 34, 0, 28, 11]","[42, -16, 64, -4, 52, 18]","[0.047619047619047616, -0.125, 0.03125, -0.5, 0.038461538461538464, 0.1111111111111111]","[21, -8, 32, -2, 2, 26, 9]","[21, -8, 32, -2, 9]",2515968,2515968,0,161021952,3.9746133496133494e-07,5031936,96768,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
1299,"[8, 18, -19, -13, -7, 13, 1, 22, 10, 12, -3]","[22, -19, -13, 8, 13, -7, -3, 18, 12, 1, 10]","[10, 20, -17, -11, -5, 15, 3, 24, 12, 14, -1]","[16, 36, -38, -26, -14, 26, 2, 44, 20, 24, -6]","[0.125, 0.05555555555555555, -0.05263157894736842, -0.07692307692307693, -0.14285714285714285, 0.07692307692307693, 1.0, 0.045454545454545456, 0.1, 0.08333333333333333, -0.3333333333333333]","[8, 18, -19, -13, -7, 13, 1, 22, 10, 12, 2, -3]","[8, 18, -19, -13, -7, 1, 22, 10, 12, -3]",25634568960,25634568960,33929280000,52499597230080,3.900982308539664e-11,51269137920,1971889920,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1300,"[7, 28, 9, -7, 7, 21]","[7, 9, 7, -7, 21, 28]","[9, 30, 11, -5, 9, 23]","[14, 56, 18, -14, 14, 42]","[0.14285714285714285, 0.03571428571428571, 0.1111111111111111, -0.14285714285714285, 0.14285714285714285, 0.047619047619047616]","[7, 28, 9, -7, 7, 21, 2]","[7, 28, -7, 7, 21]",-1815156,-1815156,-3073950,-116169984,-5.509168357981351e-07,-3630312,-201684,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
1301,"[19, -3, 13, -2, 8, 11, 20, 11, 5, -12]","[20, 19, -12, -3, 5, 11, 13, 8, -2, 11]","[21, -1, 15, 0, 10, 13, 22, 13, 7, -10]","[38, -6, 26, -4, 16, 22, 40, 22, 10, -24]","[0.05263157894736842, -0.3333333333333333, 0.07692307692307693, -0.5, 0.125, 0.09090909090909091, 0.05, 0.09090909090909091, 0.2, -0.08333333333333333]","[19, -3, 13, -2, 8, 11, 20, 11, 5, -12, 2]","[19, -3, 13, -2, 8, 11, 20, 11, -12]",-1721491200,-1721491200,0,-1762806988800,-5.808917292170881e-10,-3442982400,-344298240,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
1302,"[-19, 25, 20, -12, 8, 27, 8, 19, 17]","[8, 19, 20, 27, -12, 25, 17, -19, 8]","[-17, 27, 22, -10, 10, 29, 10, 21, 19]","[-38, 50, 40, -24, 16, 54, 16, 38, 34]","[-0.05263157894736842, 0.04, 0.05, -0.08333333333333333, 0.125, 0.037037037037037035, 0.125, 0.05263157894736842, 0.058823529411764705]","[-19, 25, 20, -12, 8, 27, 8, 19, 17, 2]","[-19, 25, -12, 8, 27, 8, 19, 17]",63628416000,63628416000,116843958000,32577748992000,1.5716248539017532e-11,127256832000,3181420800,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1303,"[1, -17, 6, -7, -18, 13, 0, -13, -12, -3]","[0, -18, 6, 1, -17, -3, -7, -12, 13, -13]","[3, -15, 8, -5, -16, 15, 2, -11, -10, -1]","[2, -34, 12, -14, -36, 26, 0, -26, -24, -6]","[1.0, -0.058823529411764705, 0.16666666666666666, -0.14285714285714285, -0.05555555555555555, 0.07692307692307693, 'ZeroDivisionError', -0.07692307692307693, -0.08333333333333333, -0.3333333333333333]","[1, -17, 2, 6, -7, -18, 13, 0, -13, -12, -3]","[-17, 6, -7, -18, 13, 0, -13, -12, -3]",0,0,95040000,0,error,0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1304,"[31, 5, 3, -1, 22, 27, 2, 8]","[27, 22, 2, 3, 5, -1, 31, 8]","[33, 7, 5, 1, 24, 29, 4, 10]","[62, 10, 6, -2, 44, 54, 4, 16]","[0.03225806451612903, 0.2, 0.3333333333333333, -1.0, 0.045454545454545456, 0.037037037037037035, 0.5, 0.125]","[31, 2, 5, 3, -1, 22, 27, 2, 8]","[31, 5, 3, -1, 22, 2, 8]",-4419360,-4419360,32155200,-1131356160,-2.262771079975381e-07,-8838720,-163680,No-violate,Violate,Violate,Violate,Violate,0,1,1,1,1
1305,"[-9, -18, 1, 3, 18, -17, 2]","[2, 3, -9, -18, 1, -17, 18]","[-7, -16, 3, 5, 20, -15, 4]","[-18, -36, 2, 6, 36, -34, 4]","[-0.1111111111111111, -0.05555555555555555, 1.0, 0.3333333333333333, 0.05555555555555555, -0.058823529411764705, 0.5]","[2, -9, -18, 1, 3, 18, -17, 2]","[-9, -18, 1, 3, 18, 2]",-297432,-297432,-2016000,-38071296,-3.3621130207913064e-06,-594864,17496,Violate,Violate,Violate,Violate,Violate,1,1,1,1,1
1306,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
