,id,td_a,td_b,td_type_a,td_type_b,size_td_a,size_td_b
2668,oLDUYESPA9zkNYYXqir8oF,"[-2, 8, 14, 8, 13, -5, 14, -3, 10, -1, -3, -5]","[10, 4, -5, 11, -4, 13, 0, 12, 2, 1, 10, 8]",<class 'list'>,<class 'list'>,12,12
2669,Jq5dLzaumbyfNfsBVUC2V9,"[-12, -19, -12, -17, -5, 4, 8, 2, -17, -8, -6, 5, -8]","[4, 5, 8, -6, 4, 6, -3, -12, -18, -10, -6, -15, -1]",<class 'list'>,<class 'list'>,13,13
2670,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2671,McRg7nXbMqHfFxZNapvAAp,"[4, -4]","[-15, 2]",<class 'list'>,<class 'list'>,2,2
2672,b67uE4FJqeJcriPkadZZiB,"[-8, -1, -11, 15, -1, 2, -16, 2, 13, -11, 17]","[-13, 4, -5, 17, -15, -9, -6, 3, 2, 0, -16]",<class 'list'>,<class 'list'>,11,11
2673,B5bGdzW2kQPK5qEeNHJJxC,"[-5, 2, -11, 1, -2, -5, 3, -15, -6]","[5, -16, 0, -14, 1, -13, 2, 1, 0]",<class 'list'>,<class 'list'>,9,9
2674,K4LeyrdZA2FyB6Wy5vKaSb,"[-12, -9, 0, 0]","[-10, 0, -3, -10]",<class 'list'>,<class 'list'>,4,4
2675,fFs7xxYNgyY3sHxnmGw2Ta,"[-4, 2, 0, 1, -4, 0, 0, -6, -3, -6]","[-2, -5, 3, 2, 0, -4, 1, -6, 2, 0]",<class 'list'>,<class 'list'>,10,10
2676,LMupKAQt22oDTfv8SccX9o,"[11, 9, -4, -2]","[-9, -2, 11, 0]",<class 'list'>,<class 'list'>,4,4
2677,9jerPvxXpwiSjyFUBVDpGQ,"[-2, 2, -2, -3, -1, -2, -8, -3, 4, -14]","[-12, -13, -1, -11, -2, 0, 1, -11, -8, -5]",<class 'list'>,<class 'list'>,10,10
2678,m77ZYL7B72xFvdmupgKbCM,"[2, -4, -8, -3, -13, -3, -4, -5, 6, -14, -9, -11]","[-6, -12, -10, 1, 3, -10, -6, -6, 8, 2, 11, -11]",<class 'list'>,<class 'list'>,12,12
2679,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2680,fmiRte9WuHSvNZMnGwASKm,"[6, 16, 1, 5, 0, 14, 10, 8, -3, 4]","[9, 7, 2, 7, 9, 13, -1, 16, -9, 10]",<class 'list'>,<class 'list'>,10,10
2681,3m9dRVd5NvERSiNpW3Lo7j,"[-8, -16]","[6, -9]",<class 'list'>,<class 'list'>,2,2
2682,mbyuYuuHcuBFahFoB9XpoD,"[-9, 1, 0, -4]","[-1, -1, 4, -1]",<class 'list'>,<class 'list'>,4,4
2683,bSK9yC4iETXvCp6xSSfhoX,"[-6, 8, 9, -2, -2, 2]","[2, -7, 7, 1, -2, 7]",<class 'list'>,<class 'list'>,6,6
2684,B4U67MFKYJBmCetiA7zuS2,"[2, -3, 0, -3, 6, -6, -1]","[-3, 1, -7, -5, -2, 2, 1]",<class 'list'>,<class 'list'>,7,7
2685,bMvh8Dy9ggc2mTFrrSDQ3J,"[-12, 11, 10, 4, 8, -6, -9, -4, -4, -6, 3]","[-11, -14, -2, -5, -17, 13, -9, -5, -2, 11, -11]",<class 'list'>,<class 'list'>,11,11
2686,SRQWLx6G65ea24zXMBEAFv,"[-5, -5, 5, 5, 6, -8, 6, -3, 3, 7, 3, 11]","[12, -11, 14, 13, 9, -1, -3, 12, 12, 6, 8, 7]",<class 'list'>,<class 'list'>,12,12
2687,B5DipMCgiLA8fAatTTqUyh,"[4, -10, -5, -6, -10, -1, -8, 4, -1, -9, -4, 3]","[2, -12, 2, -8, -12, -3, -15, 1, 3, 4, 0, 1]",<class 'list'>,<class 'list'>,12,12
2688,hNBMV8XTohCmReffQBtjYa,"[4, -3, 4, -6, -2, -3, -5, -6, -5, 1, -3, 1, -6, -3]","[-2, 1, 4, -1, -3, 1, 2, -4, -1, 0, 0, 1, -4, 2]",<class 'list'>,<class 'list'>,14,14
2689,3A45R23cst5XDJSrZdGkiw,"[0, -1, -5, 0]","[10, 2, -11, -5]",<class 'list'>,<class 'list'>,4,4
2690,Eq6gACbMBvZYbHNvEkVRF7,"[2, -13, -2, -15, -8, -4, 0, -5, -11, -11, -10]","[-9, -3, -10, 6, -4, -13, -7, -7, -10, -13, -1]",<class 'list'>,<class 'list'>,11,11
2691,GsyjNLf5U2wTnoMkNjNmKK,"[15, 8]","[4, -1]",<class 'list'>,<class 'list'>,2,2
2692,m4HDrvS8UdgJK8qQMtEkvv,"[-12, -1, -4]","[5, -7, -7]",<class 'list'>,<class 'list'>,3,3
2693,oYLYjvUqmgq9gbM4bGhPC9,"[-4, 6, 2, 4, -6, 1, -4, -3, -4]","[-2, -3, -5, 6, 2, 6, 8, -4, -2]",<class 'list'>,<class 'list'>,9,9
2694,h7Q9xRA5f8MrKvrSiUcrTS,"[5, -3, -4, -6, 3, -4, -2, 8, -17]","[1, -6, 7, -1, -14, -15, 3, 1, -15]",<class 'list'>,<class 'list'>,9,9
2695,PwX28bt5y3M4HMeThKSBgf,"[-17, 5, 9, 5, -18, -15, 11, -4, 17]","[15, 8, 12, -15, -7, -5, -15, -1, -17]",<class 'list'>,<class 'list'>,9,9
2696,S9SFYvazjQRSPifNckcDw9,"[0, -9, -5, 3]","[-13, 1, 0, 7]",<class 'list'>,<class 'list'>,4,4
2697,C2mU5YXQgExFHEC9bubryC,"[8, 5, 3, 2, -6, -10, -11, -10, 2, 4, -11, -3]","[3, -7, -6, -8, -11, -4, 7, -3, 8, 3, -9, 3]",<class 'list'>,<class 'list'>,12,12
2698,MxkU3DjGnEwqqKukTTb2fH,"[-14, -6, -14, -6]","[-13, -13, -11, -2]",<class 'list'>,<class 'list'>,4,4
2699,8meMD9tB2ubRTvUyQbdCe4,"[2, -10, -4, -3, -10, -3, 15, -3, 18, 17, -8, 2, 8]","[-14, -6, -13, 8, 15, 3, -4, 17, 11, 1, -5, 7, 15]",<class 'list'>,<class 'list'>,13,13
2700,Ffq7hzj9XCBf5V9fwKeYaD,"[-10, 1, 3, 0]","[-10, 1, 5, 0]",<class 'list'>,<class 'list'>,4,4
2701,8Mf49KtcSsZKGeACX4Utjh,"[0, 5, -8, -13, 11, 0, -2, 6, -10, 6, 10, 9, 0]","[-2, -13, 1, 0, -1, -9, -7, -1, -8, -11, 2, -4, 0]",<class 'list'>,<class 'list'>,13,13
2702,TBQKaq5Sxfr59nkzxgJ9Bn,"[-12, -11, -8, 3, 4, 7, 14, 16, 12, 15, 0, 4]","[15, 0, -4, -10, -8, -3, 10, -7, 5, -8, 3, 14]",<class 'list'>,<class 'list'>,12,12
2703,3BPWQqJFPqzivF3cNYzUWF,"[6, -5, -6, 9, 5, 6, -7]","[1, 3, -1, -7, 1, -6, 7]",<class 'list'>,<class 'list'>,7,7
2704,FJkzd4EY4iAMoWoYN4i9kr,"[-1, -5, -5]","[1, -16, -19]",<class 'list'>,<class 'list'>,3,3
2705,Mdkd2MuzJpXnvU7Hzm3LiA,"[-3, 2, -7]","[9, -6, 3]",<class 'list'>,<class 'list'>,3,3
2706,aKFxRuwP4o2YGsd53zQCB3,"[4, 5, 10, 2, 0, -4, -12]","[0, -10, -15, -2, -9, 8, 11]",<class 'list'>,<class 'list'>,7,7
2707,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2708,e4SSNAkecasw6MSQZpm96F,"[12, 11, 5, 6, 11, 11, 10, 15, 8, 2, 0, 2, 12, 10]","[-5, 10, 15, 13, 10, -6, 2, 15, 13, 9, 17, 2, 15, 0]",<class 'list'>,<class 'list'>,14,14
2709,mztbzuW5UHPJqdzERZXih4,"[-1, -6, 8, -4, 5, -9]","[-5, 2, 5, -1, -5, -8]",<class 'list'>,<class 'list'>,6,6
2710,TRyEgTPuYoQNXJUJQDz6pT,"[-11, -13, -15, -13, -6, -7, -15, 8, -9, -2]","[-1, -13, -17, -16, -7, -15, 0, 8, 4, 8]",<class 'list'>,<class 'list'>,10,10
2711,Z5kEmL7m7cHLQvQLhxyif3,"[9, 6, 14, 10, 9, 6, 0, 11, 15, -4, 10, -1, -4, 10]","[-2, 9, 11, 8, 14, 14, 3, 1, 10, 0, 11, -4, 6, -4]",<class 'list'>,<class 'list'>,14,14
2712,WNqxXVRQwyWmxYH8dRe4iD,"[5, 12, 9, -4, 0]","[15, 11, 4, -3, -6]",<class 'list'>,<class 'list'>,5,5
2713,QzgRKx6KJVAAhNtS3972Zm,"[10, 16]","[0, 15]",<class 'list'>,<class 'list'>,2,2
2714,jGzbybmmKaEvZsKAEkga7N,"[-9, -2, -17, -13]","[9, 8, 3, 1]",<class 'list'>,<class 'list'>,4,4
2715,c2UMc3LDQXTh7cukAkcHRy,[3],[3],<class 'list'>,<class 'list'>,1,1
2716,4mYoJS4rSDT4m9r66R3iGf,"[1, 6, -8, -3, -1, -9, -10, 5]","[-3, -4, -7, 8, 6, 0, 9, 6]",<class 'list'>,<class 'list'>,8,8
2717,fCQDcKamSDMPsVG2moc7Rq,"[-6, 5, -2, -12, -7, -2, 2, 0, -16, 10, -13, -7, 9, 2]","[-8, -15, 9, -14, 3, 1, -9, -16, 4, -7, 8, -5, -5, 0]",<class 'list'>,<class 'list'>,14,14
2718,G5PtyondQWv4zxUp93x8BL,"[2, -3, -5, -10, 3, -9, -8, 1, -7, 5, 7, 5, -9]","[7, -7, -4, -5, 8, -1, -6, -2, 7, -3, 1, -8, -1]",<class 'list'>,<class 'list'>,13,13
2719,3WJZyHH8rwXjSYwF3643dC,"[5, 0, 11, 0, 2, -1, 5, 15, 6, 8, -7, -5, 5, 3]","[8, -7, -5, 3, 14, 1, 14, -2, 14, -7, -1, -7, -2, 0]",<class 'list'>,<class 'list'>,14,14
2720,WMYt2VsB8fwjkySghiew4x,"[6, 4, -2, -6, -7, 2]","[-10, 0, -17, 2, 1, 6]",<class 'list'>,<class 'list'>,6,6
2721,NiVmRC7ZtoZbZhznAodzWA,"[-4, -17, 2]","[10, -14, 0]",<class 'list'>,<class 'list'>,3,3
2722,DKUFEBo2bUhaLbGrc98iqg,"[-10, -5, -8, -9, -11, -9, -13, -1, 2, 0, -6, -16, -2, 0]","[-5, -8, -12, -6, 1, -2, 1, -6, -16, 4, -8, -3, -6, -3]",<class 'list'>,<class 'list'>,14,14
2723,MTp8RoJkYRizaC7TMooRpe,"[2, -13, -14, 4, -5, 1, -10, -5, 2, 14, -7, -3, 7]","[11, -1, 3, 4, 0, 1, 6, 13, 4, 8, -3, -6, 3]",<class 'list'>,<class 'list'>,13,13
2724,h3j4YaGVHHYKNX9zU3Nc85,"[4, 8, 3, 6]","[-1, -12, -6, 15]",<class 'list'>,<class 'list'>,4,4
2725,DY9bd9NnAHGHffvsCUeKci,"[12, -11, 8, -1, 13, 1, -11, -11, -14, -17]","[-11, 4, -4, -3, -5, 6, 12, 5, -9, -12]",<class 'list'>,<class 'list'>,10,10
2726,KzZ5tLrQTY7PraCxzAn9Ui,"[-3, -3, 15, -6, 1, 0, -4, 7, -3, 12, -8, -5]","[7, -3, 5, 3, -8, 7, 15, 13, 11, -4, 11, -6]",<class 'list'>,<class 'list'>,12,12
2727,c8w66hgPauiWdFegQPKn73,"[-2, -7, -7, 2]","[-3, 12, -1, 3]",<class 'list'>,<class 'list'>,4,4
2728,mPwgYgEHXBpMj7i3yhfyp2,"[-2, 9, -3, -15, -16, -16, 6, 7, -6, -16, -9, 11, 5, -16]","[-19, -10, -4, 2, 7, -9, -4, -10, -4, -11, -19, -14, 6, -7]",<class 'list'>,<class 'list'>,14,14
2729,YV3nvWNREQEqJSkwtHEPVr,"[-6, -10, 0, 3, -9, 2, -1]","[-4, -9, 1, -10, 1, -7, -7]",<class 'list'>,<class 'list'>,7,7
2730,cr826RJXWagivi53cUF9ic,"[-8, -9, -19, -4, -17, -3]","[1, -6, -14, -18, -13, -11]",<class 'list'>,<class 'list'>,6,6
2731,f38kLWVWprCCWyE23oE9K8,"[-14, -8, -18, -9, 12]","[4, 12, -12, 10, 3]",<class 'list'>,<class 'list'>,5,5
2732,mbqRkBZL3NbeNDTPo9NvZ4,"[-2, 9, -5, -14, -9, 4, 8, 16, -6, -6, 2, 15, -7]","[12, 3, 14, -4, 15, 11, 9, -15, -10, -10, -9, -11, 8]",<class 'list'>,<class 'list'>,13,13
2733,XpKEZ62WekhKMX9RCKMmCN,"[-9, 0, -2, 2, 3, -9, -3]","[-6, 10, -9, 0, 9, -7, 5]",<class 'list'>,<class 'list'>,7,7
2734,BouQ5uswiiH4g8wbjocKAB,"[-7, 4, 5, 12, 12, 8, -10]","[4, -9, 0, -2, 3, 14, 4]",<class 'list'>,<class 'list'>,7,7
2735,d6oNk6ZTTgy96VmTkcQy8b,"[1, -4, -2, -6, 8, 10, 10]","[2, -3, 9, -5, 0, -1, 1]",<class 'list'>,<class 'list'>,7,7
2736,nyHvnn7iYKg736LuHWFySv,"[-7, -7, -8, -16, 7, -9, -2, -4]","[-9, -10, -16, -5, -6, -10, -15, 8]",<class 'list'>,<class 'list'>,8,8
2737,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2738,HiJf5jtm4Lhfk8LwKQLSs8,"[-3, -3, 8, 6, -1, 10, 2, 1]","[7, 5, 6, 2, 2, -1, 10, 3]",<class 'list'>,<class 'list'>,8,8
2739,cwqEEs6rFt4dNEQRvn27Gu,"[-4, 4, 1, -2, 1, -2, 0, 2]","[-5, -2, -2, 3, 5, 1, 6, -4]",<class 'list'>,<class 'list'>,8,8
2740,MeKJe5abbRaAXFPeDd3G73,"[1, -3, 0, 4, 4, 3, 2, 4, -5]","[2, 0, -5, -3, -6, -3, 4, -7, -6]",<class 'list'>,<class 'list'>,9,9
2741,G3NjyW2P8FynjSaMyTbJgc,"[-13, -5, -13]","[0, 0, -2]",<class 'list'>,<class 'list'>,3,3
2742,JhaErEcoXH4gVbhtwKvbFc,"[-6, -2, -1, 0, -5, -6, -2, -7, -4, -2, 2]","[-6, -4, -2, -7, -4, -3, -6, 2, 3, 1, -3]",<class 'list'>,<class 'list'>,11,11
2743,MpPC7DHsLY7qJ9LzA9DChB,"[11, 1, 14, 6, 10]","[-9, 14, -9, 3, 2]",<class 'list'>,<class 'list'>,5,5
2744,24wXBDNybpB9ghWr2SaX8K,[2],[-5],<class 'list'>,<class 'list'>,1,1
2745,kjEaxinuGNQhwFFXmLjkR9,"[4, 9, 0, 7, 5]","[-5, -8, 10, -3, 10]",<class 'list'>,<class 'list'>,5,5
2746,A7pDo4cizYtH67CSmF7hPT,"[-7, -6, -3, -4, -8, -1, 3, 2]","[4, -1, 1, -9, -4, 5, -9, 1]",<class 'list'>,<class 'list'>,8,8
2747,gDzNZuDXaXocQQMd9GRJY9,"[-13, -8, 7, -16, 1, 14, 13]","[4, 1, -8, -3, 5, 12, -6]",<class 'list'>,<class 'list'>,7,7
2748,ftqhduJjENkikPpBy7JrfE,"[2, 0, 3, 17, 16, 4, 14, 15, -7, 3, -2, 17, 16, 11]","[15, -3, 5, 1, 7, 3, -7, 5, 3, -5, 1, -2, -1, 4]",<class 'list'>,<class 'list'>,14,14
2749,LFyw6ooqD7F2FAvH2dmBaC,"[0, 9, 1, 3, -4, 9, 5, 2, -2, 11]","[2, 8, 9, -2, 8, 9, -4, -1, 1, 1]",<class 'list'>,<class 'list'>,10,10
2750,HBKoTkS6Rw5y9HJX5mqJYP,"[0, -2, 6, -2, 6, -1, -3, 8, 1, 4, 2, 2, 6]","[7, 0, 1, -1, -2, 5, 8, -5, 8, -1, 2, -2, -5]",<class 'list'>,<class 'list'>,13,13
2751,beoR77MVntku5tSzabcaaJ,"[3, -4, 0, 2, -3, -1, -3]","[-5, -1, 0, 4, 7, -3, -4]",<class 'list'>,<class 'list'>,7,7
2752,KxTtaurC9YEicKoZKkcyNZ,"[3, -2, 11, 13, 12, -1, -11, 14, -3, 10]","[14, 1, 7, 15, 16, -6, -3, 11, 11, 6]",<class 'list'>,<class 'list'>,10,10
2753,L2r5xnvHzYBNViRaUZ3mH8,"[-6, -2, 1, -5, -8]","[-3, -6, -4, -10, 3]",<class 'list'>,<class 'list'>,5,5
2754,Mh9CQVNrnNJhFLNasSchy8,"[5, 5]","[-5, -14]",<class 'list'>,<class 'list'>,2,2
2755,MaZeei5DE4snBoMhd5nUC7,"[-7, -1, -2, -10, -9, -1, 3, -1, -8, 5]","[-10, 2, 1, -2, -8, 5, -6, -8, -8, -7]",<class 'list'>,<class 'list'>,10,10
2756,8GrfcEkP4M5zx4GM3vChvH,"[2, 14, 5, 7, 14, 12, -3, 13, -2, 10, -18, -12, -11, 12]","[-17, 15, -1, -7, 15, 0, 17, -4, 6, -12, 4, -8, -1, 7]",<class 'list'>,<class 'list'>,14,14
2757,kyL3qrbAYL3fPCWDzmAhLa,"[3, 1, -9, -6, 2, 0, -1, -3, 0, -4, 4, -2, -4, -4]","[-9, -6, -6, 6, 3, 0, 1, 6, 2, 5, -12, 2, -13, -13]",<class 'list'>,<class 'list'>,14,14
2758,9w97vTG3AaqZrDkYRUzcNk,[-4],[14],<class 'list'>,<class 'list'>,1,1
2759,4yPoE6egoFuQXdj2RTGFnw,"[10, -3, 2, 12, 7, -5, 10, 10, 0, -1, -2, 0, 9, 11]","[1, 10, -9, 9, 3, -2, -1, -7, 0, 2, -6, -2, 12, -2]",<class 'list'>,<class 'list'>,14,14
2760,amLNKifZRcj3QVGYbo5JuB,"[-4, 5, -9, -8, -10]","[6, -16, 4, 4, -10]",<class 'list'>,<class 'list'>,5,5
2761,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2762,9nFM74nufFGCCBUoMAEaNx,"[4, 0, 4, -12, -3, -6]","[8, 12, 1, -11, 3, -3]",<class 'list'>,<class 'list'>,6,6
2763,YfEgjs5pWGbtYPTNuFPUF2,"[8, 9, 5, 9, -6, 4]","[-3, -1, 9, 6, 1, 9]",<class 'list'>,<class 'list'>,6,6
2764,ngUNbiur4Q2PU352wBzZaS,"[-14, 1, 6, -16, -1, -16]","[5, -14, -5, 2, -3, 6]",<class 'list'>,<class 'list'>,6,6
2765,YXYjgbkC7fGGFiJonUK4Cw,"[-13, 0, -5, -7, 4, 0]","[3, 4, -12, -11, 1, 3]",<class 'list'>,<class 'list'>,6,6
2766,2MHnBga2WKhniPFF7hEkGX,"[9, 8, -2, 9, -8, 15, 2]","[-1, 6, 9, -3, 5, 3, -7]",<class 'list'>,<class 'list'>,7,7
2767,Jax4CM6NZcgxBTfJNgTTmw,"[-2, -6, 3]","[9, -5, 3]",<class 'list'>,<class 'list'>,3,3
2768,Zh9EeWSW4KKkA4NhQxUn6q,"[-4, 0, -9, -9, 5, -6, -13, -2, -12, 5]","[-11, -1, 0, 0, -5, -1, -10, 5, 4, 0]",<class 'list'>,<class 'list'>,10,10
2769,BcjKSPGVMagTENcsPK9prm,"[5, -1, -3, 2, 1, -5, -1, -2, 1, 1, -1]","[-4, 2, -5, 4, 3, -3, 2, -3, -2, -5, -1]",<class 'list'>,<class 'list'>,11,11
2770,K4RNrenoo6yKERVS9JS7rB,"[-7, -2, -3, -10, -16]","[8, -10, 6, 1, -15]",<class 'list'>,<class 'list'>,5,5
2771,6MZQ5atbqrDQ9PExwHafQT,"[6, 4, 3]","[4, -13, 1]",<class 'list'>,<class 'list'>,3,3
2772,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2773,PXvSaiEMas9DRF6SgJzGH8,"[11, 8, 5, 7, -2, -5, 6]","[6, 3, -8, -3, -4, -7, 6]",<class 'list'>,<class 'list'>,7,7
2774,YkeJe5t4LcZBeeDUSDQmTq,"[0, -3, -11, 6, -5, 10, 4, 0, 10]","[13, -11, 1, 1, -2, -1, 6, -8, 9]",<class 'list'>,<class 'list'>,9,9
2775,6khbN2kQmWEtnPyUSetatT,"[-1, 9, -6, 10, 5, -11, 8, 5]","[-10, -12, -16, 0, -11, 11, -2, 1]",<class 'list'>,<class 'list'>,8,8
2776,dn2Rs5Z5Eu6uAyZhgifwtC,"[5, 3, -2]","[0, -4, -3]",<class 'list'>,<class 'list'>,3,3
2777,WNNCAoE8MmPGH6kncGSgc7,"[-8, -8, -4, 5]","[-1, 1, 2, 2]",<class 'list'>,<class 'list'>,4,4
2778,eyTzPB9kMYxxgvYQGfcUyT,"[-2, -12, -6, 4, -7, 1, -14, -8]","[5, -5, -13, -15, 5, 4, -2, -10]",<class 'list'>,<class 'list'>,8,8
2779,mHJmEMq8NoM8E3YdecrEvL,"[-8, -2, -10, -4, -4]","[-5, 1, 2, 1, 14]",<class 'list'>,<class 'list'>,5,5
2780,Bi6UHg22JBKXSkiF7RucJP,"[5, 1, 0, 4, -4, -2, -5, 2, 0, -2, -3, 3, 7, -1]","[-6, 0, 7, -6, 4, 4, 4, -3, 4, -1, -5, 1, -6, 4]",<class 'list'>,<class 'list'>,14,14
2781,PPCeY5kKTVgQsRBdbC8HRs,"[0, -10, 8, 6, -6]","[-1, -11, 6, -3, -7]",<class 'list'>,<class 'list'>,5,5
2782,3XXcPzBQ65MJHyeN9BHtNz,"[1, 3, -2, 4]","[-4, 1, 2, 1]",<class 'list'>,<class 'list'>,4,4
2783,ZnYMYDjZcezDJHNuMPY6oo,"[7, -3, 8, 8, 3, -1, 8, -1, -5, 7]","[-2, -7, 2, 7, 6, -2, -11, -10, -3, -11]",<class 'list'>,<class 'list'>,10,10
2784,93ztQRbKYKEwS6xjEcpqnC,[-8],[-12],<class 'list'>,<class 'list'>,1,1
2785,YMm7LTdi98Mip3eMNK8zet,"[-9, 7, 12]","[9, -11, 9]",<class 'list'>,<class 'list'>,3,3
2786,e2cae8SrAVnrb3paGMMAcx,"[-9, -4, -11, -8, 4, 0, -14, -11, -10]","[-10, -2, -5, -14, 0, -13, -1, -4, -3]",<class 'list'>,<class 'list'>,9,9
2787,hmpMbeyiHwrXHCWL9tBDH2,"[0, 3, -2, 0, 3]","[6, -3, -3, 6, 5]",<class 'list'>,<class 'list'>,5,5
2788,dGGbW5jNUJzDiaRRGJbFJz,[10],[9],<class 'list'>,<class 'list'>,1,1
2789,dgiTqJsw3WxUhsY2qn9SsQ,"[-1, 11, 5, 4, -9, 0, -12, 9, -13, -10]","[7, -1, 9, -9, -10, -13, -7, 12, -6, 13]",<class 'list'>,<class 'list'>,10,10
2790,7qVAkznPXcWyNRFyPY9vLb,"[-9, -8, -1, 0, 0, 1, -11, -8, 1]","[4, 6, -6, 11, -1, 10, 15, -2, -4]",<class 'list'>,<class 'list'>,9,9
2791,n3gxWNCWr8rcuvqAo2Au75,"[1, -4, -5, -1, -12, 2, -5, -5, 13, 0, 8, -2, -9]","[-1, 12, 3, -5, -9, -8, 1, -9, -10, 4, 3, -4, 6]",<class 'list'>,<class 'list'>,13,13
2792,MZeuiBA2kgNiXkWFp7vned,"[3, -2, 2]","[-4, 6, -3]",<class 'list'>,<class 'list'>,3,3
2793,8yTLuq9y52LphMCVn9RjFF,"[-2, 3, -15, 7, -7, 10, 11, 6, 13, 11, -7, 0, 4, -13]","[7, -9, 4, 3, 7, 12, -12, 13, 2, 11, 5, -6, -15, 11]",<class 'list'>,<class 'list'>,14,14
2794,FBqTLU4LdsFt7PdWJeEHjV,"[-3, 5, -4]","[9, 4, -5]",<class 'list'>,<class 'list'>,3,3
2795,U52iFESbC8M5gVtwv2U2yZ,"[-2, -4, -2]","[-13, -4, -2]",<class 'list'>,<class 'list'>,3,3
2796,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2797,Wa2B9a6tCfmtVs34Rs8jKs,"[14, 13, 13, 1]","[-1, 5, 7, 12]",<class 'list'>,<class 'list'>,4,4
2798,Uujcd9eKu2HpAGwZLHT7gK,"[-4, -2, 7]","[-5, 7, 0]",<class 'list'>,<class 'list'>,3,3
2799,GxaDckFNNhQxRywM6dySh4,"[-7, 6, 11]","[1, -8, -1]",<class 'list'>,<class 'list'>,3,3
2800,hbdKNxkYJNUCRkFqAQ2rFt,"[-11, -8, -2, -12, 3, 2, 7]","[-12, -17, 6, -15, -8, -2, -2]",<class 'list'>,<class 'list'>,7,7
2801,bua38W3cvvWtzJSe35aMCA,"[9, -14, 7, -5, 7, -17, 1, -11, 2, -6]","[10, 5, -11, -9, 3, -13, -4, -6, -17, -10]",<class 'list'>,<class 'list'>,10,10
2802,6quBo4aGMqDp69F2hFNJUf,"[6, -2]","[-2, -7]",<class 'list'>,<class 'list'>,2,2
2803,JigRKJS4ppxz29Jfy3kWFj,"[-14, -17, -8, -5, -4, -3, -7]","[-16, -1, -18, -16, -4, -17, -13]",<class 'list'>,<class 'list'>,7,7
2804,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2805,TkRA76eDygPvz6bKjWACSn,"[-2, -10]","[-1, -8]",<class 'list'>,<class 'list'>,2,2
2806,Bar54aCCyU8J7nLUkcgdWV,"[-2, 0, -5, -9, 4, 2, -5, 4, 2, 2, 6, 1]","[-6, -7, 5, 5, -10, -12, 0, -5, 0, -3, -7, 4]",<class 'list'>,<class 'list'>,12,12
2807,HDz8L2TkLsL2tgqJLxw5xz,"[8, 4, 2]","[4, 2, -2]",<class 'list'>,<class 'list'>,3,3
2808,NN3TDhZSk5TmReJYeGVesn,"[5, -7, 3, -5, -5, 0, -3, -6, -7, -5, -6, 0]","[3, -5, 7, -6, 1, -9, -8, 3, -5, 4, -7, -5]",<class 'list'>,<class 'list'>,12,12
2809,geh3BnnNq68ju2sDcM6Dgj,"[5, -1, 9, 4, 6]","[-8, 3, -3, 4, -8]",<class 'list'>,<class 'list'>,5,5
2810,D9vSdeJEpq37CYc43fd9od,[0],[-15],<class 'list'>,<class 'list'>,1,1
2811,N8CUg4PcTQHedjipVP3fd6,"[9, 4]","[-9, -7]",<class 'list'>,<class 'list'>,2,2
2812,MPhndnzga6ovEDV3TcqBJV,"[-3, 4, -6, 4, -9, -9, 3, -8, -4]","[-4, -4, -1, -6, -2, -3, -1, -10, -2]",<class 'list'>,<class 'list'>,9,9
2813,AV8XYphzdDPQH9nbCXebKW,"[9, 4, 6]","[14, 7, 12]",<class 'list'>,<class 'list'>,3,3
2814,AQqpBPuNoVzWQpX55WMh5n,"[12, 2, 11]","[-9, -9, 5]",<class 'list'>,<class 'list'>,3,3
2815,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2816,S3vfmtUaMmwiPgVjY63T5u,"[-11, 7, -2, -12, -10]","[-10, -13, 8, -1, 2]",<class 'list'>,<class 'list'>,5,5
2817,8mg5uY6QaAMcHrejVhCmno,"[1, -5, 6, 10, 4, -9, 8, -7, -18, 3, 4, -2, 11]","[-18, -10, -9, -12, -12, -14, -3, -11, 7, 1, -8, -11, 2]",<class 'list'>,<class 'list'>,13,13
2818,kf676F4Cqjdrq4t2kjkvCG,"[1, 5]","[-6, 2]",<class 'list'>,<class 'list'>,2,2
2819,5s2L75SwYgZkkdKWbeN7TX,"[5, 3, -4, -17, 6, -9, -6, 5, -9]","[5, 2, -11, -6, -4, 1, -10, -17, -17]",<class 'list'>,<class 'list'>,9,9
2820,iStSc5rkis7qFxawu3K92c,"[-11, -9, -7, -1, -1, -8, -11, 12, -5]","[-6, -9, 5, 5, -5, 0, -11, -3, -15]",<class 'list'>,<class 'list'>,9,9
2821,VCQ6w58YWAXrqUYJUNoQZq,"[-1, 11, -4, 1, 13, 1, 4]","[-3, 0, 14, 4, 15, 13, 14]",<class 'list'>,<class 'list'>,7,7
