,id,td_a,td_b,td_c,td_type_a,td_type_b,td_type_c,size_td_a,size_td_b
2606,ad2jxnYf7tkPLPmcPWHeyg,"[-4, -4, 1, 3, -8, -7, -1, -6, -3, 1, 5, -3, 1]","[-7, 7, -4, -3, 5, 8, 4, 6, 1, 0, -6, -4, 1]",-1,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2607,EdfPJwratjhcgG7NwaVQLf,"[0, 5, 8, 4, -6, 1, 9, 2, -1, -9, 7, -6]","[2, 2, 8, -5, -8, -2, -2, -1, 2, -2, 2, 5]",11,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2608,jt9raSEHMPk3xeCg8SswEp,"[-11, 9, 16, -13, -1, -12, -4, -3]","[13, 14, 2, 0, 4, 1, -12, 11]",-13,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2609,cXXi6xKVZacZfPqXBbhJky,"[6, 10, 9, 6, -1, -5, 9, -5, -3, -7]","[-5, -7, 10, 3, 4, 3, -7, 4, 3, 3]",0,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2610,8NYQyuMYLhGbHybnZfXXwn,"[-3, -2, -12, 1, 1]","[-9, 3, 9, -15, -12]",-6,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2611,FHVW8v9b7hyoCykBerqz2P,"[11, -7, 0, 10]","[10, 6, -5, -6]",0,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2612,RrFBeSfNzWbybr5c7BidKt,"[17, -5, 5, 15]","[-1, 17, -7, -3]",16,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2613,f4juWnf6NLawoXjLUrfLoe,"[4, 3, 3]","[3, -5, -2]",2,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2614,RbLweR5C3NUHPPp4MaGkFZ,"[11, 5, 11, -1]","[-11, -12, -11, 11]",-4,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2615,7wbCxz4PGA9CAKMif4deMP,[4],[2],19,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2616,dFyQQHKpkToeKeyG9PSeWs,"[2, 5, 13, 4]","[-2, -4, 5, -3]",-9,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2617,ktmzcKwX6C5i4nL2igj59d,"[-6, -10, 9, 2, 2, 4, 5, -12, -7, 1, -11, 9]","[-10, -10, 16, 0, 4, 13, -14, -10, 14, -4, 11, 1]",7,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2618,RGJUuYXd4VnGGXAQH2TyMX,"[6, 9, 11, -3, -6]","[-7, -14, 10, -1, -4]",5,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2619,FvW7qE9wXZ4zqUszpZzinC,"[0, -4, 5, -11, -8, 6]","[-4, 6, 5, -5, 4, 4]",0,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2620,C6PGG6o7nYnQGQJaGFAcA4,"[-1, -6, 7, -1, -3, -5, 1, -7, 4, 2, 0, 4, 6]","[-11, -1, 7, -11, -4, -3, -8, -5, -6, -8, -1, -2, 4]",1,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2621,SYVRQZaRTR3TVyAm6Sfepq,"[8, -9, -8, 11, 4, 6, -8, 1, 5, 2, -10]","[4, -3, 11, -10, 14, 4, -10, -9, 4, 2, -6]",12,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2622,ckBgpA6r3BSHTDRDWRJXhC,"[7, -2, -8, -6, 3, -12, 0, -12, 7, 2, -2, 3]","[5, -6, -6, -1, 6, -11, -10, -8, 7, -9, -12, -9]",19,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2623,5pnfWJnFisdHHRmSW9yipt,"[-2, -2]","[0, -10]",12,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2624,2W8Pk7dWgFHXeFiYDHcQdP,"[10, 7]","[12, 2]",-18,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2625,h4wNbVsnjdaX94bifVtwuT,"[-16, -9, -4, -7, -3, -17, 1, -11, 3, -8, -8, -8]","[3, 6, -3, 0, 4, -1, 0, -10, -13, -14, -8, 3]",12,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2626,Prox3FhnAxSvoPNVGpSeLU,"[4, -13, -8, 2, -15, 1, -10, 3, -8, -1, -6, -19]","[-9, -14, -11, -3, -6, -2, -13, 0, 1, 4, 6, -12]",2,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2627,EwPk2TfUDPz3xeFD2PSH6G,"[1, -16, -10]","[-17, -16, 6]",-11,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2628,BydzyMWrboG9seZsBXdWuR,"[-7, 7, 1, 3, -5, 12, 13, 1, 7, -4, 5, 3]","[8, 5, 7, 3, 1, 7, 2, 4, -1, -6, 9, 6]",14,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2629,iFjgdT5TqsM7aT9igKZabY,"[4, 9, 4, 10, -3, 18, 16, 9, 17, 3, 9, -6, -3, 4]","[4, 6, 18, 13, 17, 16, 4, 6, 17, 16, 1, 3, 1, 13]",-1,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2630,2dRuxwETDVk9whNpR97D5X,"[-11, -4, -2, -6, -9]","[-7, 7, 0, -6, 5]",12,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2631,4GxrrcehGSnskaMrFopkWq,"[5, -2]","[-4, 2]",3,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2632,HmB5M2o8dzVohMzZQrFdqZ,"[2, 17, -5, 14, 3, -6, -7]","[-2, 13, 0, 13, 5, 8, -4]",12,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2633,HBdnkjuaSFLSWtbZGRD4CX,"[12, -1, 6, -3]","[11, -5, 5, 7]",0,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2634,aFZgR8MHnsFDndoJEhc6A5,"[6, -4, 7, -3, 3, -4, -1]","[-5, -5, 8, 0, -3, 0, 6]",16,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2635,fYq9SSc2saJrD8zMr2qkzE,"[6, 6, -3, 5, 4]","[-5, -3, -2, -5, 3]",-9,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2636,NGZ3BvepTzz3PXZhT3DV6u,"[4, -12, 0, -8, -9, 3, -2, -7, 5, 1, 5, -1, 6]","[-7, -9, -6, -2, -9, -5, -5, 7, -10, -9, -9, 5, 7]",10,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2637,SPzEGNAJcBpNMenaoyZzdb,"[-2, -11]","[-10, -4]",16,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2638,3GY8wgMqaZLAQboVJBfeh9,"[0, 9]","[13, -8]",12,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2639,VLN984HZZBYuEDSGDpE7cz,"[16, -11, 1, 9, -3, -6, -16, -15, -14, -6, -15, 14]","[7, 10, -3, -10, -12, 10, -4, 15, 1, 8, -9, -5]",3,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2640,GGjYyVNpqqRR5BjrSraPEo,"[6, -4, 6, -1, -12, 2, -4, 1, -3, 1]","[-12, -4, 8, -4, -10, 7, -9, -12, -6, -11]",0,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2641,ieT73VddyFSPDF5EkaQyoP,"[-8, 4]","[-2, -2]",9,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2642,24wXBDNybpB9ghWr2SaX8K,[2],[9],-2,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2643,CNFPTV8FdXKGSNMjWPtoWp,[],[],17,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2644,9WimogSZWCCmk6ccT7yy4P,"[-2, 3, 1, -5, 13, -9, -9, 1, -6, 16, -3]","[-4, 12, -5, 4, 10, 13, 9, 11, 16, 3, 7]",-19,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2645,BnPoQax4QpoSB4VZB5JjTg,"[3, -4, -8, 2, -6, 4, 8, -7]","[12, 2, 1, 0, -1, 3, 8, -4]",-3,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2646,MYAdGDsoWRvqrXzGyZRnis,"[-8, 4, -8, -11, 2, 4, 4, -1, -6, 1, 1, -2]","[-1, -10, 1, -3, -2, -12, 2, -3, 1, 5, -3, -5]",11,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2647,ezHYwFGjtGYuZewRhyMHFy,"[-4, -1, 8, -3, -3, 6, 9, -2]","[0, 6, 0, 4, 7, 1, -4, 1]",15,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2648,SwPE2Yk642bWKRypjm7r6P,"[-8, -2, 2, -2, -6, -12, -6]","[-12, -9, -11, 0, 1, -3, -6]",0,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2649,ctRxSNCd4578spTvdNrkRb,"[3, 6, 3, -5, -5, 0]","[3, -4, -2, 6, -7, 1]",19,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2650,Lwcje4W3eYiUTseTVEnoBv,"[-1, -11, 13, 13, 16, -3, -14, 10]","[-2, -13, 16, -3, -7, 4, -3, -12]",-8,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2651,CNFPTV8FdXKGSNMjWPtoWp,[],[],16,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2652,SmzGUi26y8X38Nir4UofuZ,"[-4, -6, -7, -8, 1, -2, -9, 8, -2, -12, 8, -3, 1, -12]","[7, -10, 1, -3, -4, 4, -1, 7, -9, 5, 8, -10, -3, 0]",-18,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2653,QDKQRRjwJL44cdjw7WVQhG,"[-3, -2, 10, -4, -5, -8, 8, -7, 8, 10, -8, -8, -6]","[-7, -6, 11, -7, 3, 5, 4, 10, -5, 8, -5, 8, 3]",-3,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2654,23kReMeZ8J9AZdt2p88cNw,"[-8, 9, 2, -7, 10]","[-1, 4, -2, 8, -8]",5,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2655,SgAphLMZcKY7689W3RodKh,"[-13, -7, 10, 0, -4]","[-5, -10, 2, -14, -2]",-9,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2656,KrpTGvxNS2Qo8oVScLKuhc,"[5, -2, 7, -11, 1, 4, 6]","[-15, 5, 2, 6, 0, 3, 6]",-3,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2657,fhfmrvn9xnACwCA4Xhfd93,"[-8, 2, -7, -3, -1, -16, 2, 2, -4, -15, 4]","[-7, 1, -9, 4, -8, -12, 4, -3, 1, -11, -13]",-5,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2658,fmHtAjzoZgbTdXmfZDhtTW,"[-2, -3, 0, -5, -8, 2, -3, -4, 4, 5, -1, -5, -7]","[-13, 6, -7, -11, -7, -5, -13, -3, -6, -3, -6, 1, -4]",-3,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2659,5Pgce8or6oVL3Lb6KQiccv,"[-1, -4, 1, 1, -5, -1]","[4, 1, 1, 10, 1, -3]",-17,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2660,3Cnder5DMGToHZRjCPQMhN,"[4, -5, 0, 1, -1]","[-3, 8, -6, 6, -9]",13,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2661,9BFQFYuT6YRC9acpphaXGV,"[3, 0, 16, 1, 16, 6, 4, 3, 17, -5, -5, 7, 15]","[12, 10, -4, 1, 17, 0, 5, 12, 10, -7, 1, -13, -6]",3,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2662,Fx4qgSCzNKkXWQDH2eBrGV,"[-6, -2, -9, 12, 7, 6, 1, 10, 0, 9]","[-1, 14, -9, -11, -12, -12, -10, -7, 2, 12]",-15,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2663,S6eoDUrJGGru4oW9b57aGk,[1],[-10],12,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2664,nZeMpzTyoLwv6uEFUytAos,"[5, -14, 6, 3, 13, 11, -4]","[7, 2, -9, -6, -10, -1, 3]",3,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2665,inujH3RZEx7sRQmCHkPwZj,"[-10, -4, -6, -10, -1, -18, -3, -17, 16, -4, 11, 13, 9]","[-18, 9, -6, -5, 7, -14, 12, 12, 14, 0, 11, -5, -16]",-3,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2666,4bPDpC3JnJEAzoCEitpeAM,"[13, 13, 14, -10, -5, 12, 7, 13, 2]","[-8, 8, 9, 14, 16, 13, 13, 10, 15]",-5,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2667,BB2MMymGTr8mYnU6onEFUG,"[-15, -3, 1, 5, -17, -6, 4, 6, -15]","[-12, -14, -16, -15, 9, -4, -15, -11, -15]",-19,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2668,SRz6qXJ55cfGtMwdx9grip,"[-9, -9, 6, 6, 6, -9, 1, -10, -5]","[-6, 2, 5, -8, 1, 6, -1, 7, 7]",-14,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2669,N7V9shty64W54aAadThHJh,"[0, 0, -3, -6, -2, -1, 4, -5, 1, 1, 2, -1, 3]","[-1, 4, -2, 0, -1, -4, -6, 4, 1, -5, -2, 4, -6]",-11,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2670,9Uxj5LMjyHZNDYGTJ6LWcV,"[-4, -2, -10, -2, 1, 2, -1, 4, -10, 4, 2, -7, 2]","[-3, 5, -10, 6, -6, -8, 3, -6, 8, 4, 3, 0, 5]",-16,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2671,3H8TvYK7gwFNVSSh6qQQme,"[10, 2, 9, 2]","[1, 6, 12, -3]",14,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2672,Q3njDQSP8hxMTJwaF7FNoe,"[6, -6, 3, 1, -12, 1, -14, 4, 1, 5, -6]","[3, -9, -13, -3, -8, -6, 1, 0, 1, -1, 5]",-6,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2673,Z5gZXaE4Jzh4FMga9DDH7P,"[-14, -16, -4, 0, -11, -5, -13, -8, -14]","[-11, 5, -3, -3, 5, -11, -11, -7, -16]",3,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2674,Z8riaZy6yKLhjps5wiyV6R,"[-5, 0]","[-1, 5]",-4,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2675,ZmSgviJBcSKtjB6gTgMUvP,"[11, -7, -15, 12, -2, 5, -15, -7, 3, 0]","[8, 4, 6, -7, 7, -13, 4, 0, 6, -5]",-6,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2676,ZHdaEaMGSD5GkKieCgEjhV,"[10, -2, -3, -5, 8, 2, -1, -7, -2, 0, 0, -4]","[-2, 15, 10, 3, -5, 7, 14, 15, 14, 2, 15, -6]",11,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2677,E2p8yBKuT7ESw8gLvS8rBn,"[-8, 2, 3, 1, -10, -9, -12, -12, -5, -2, -7, 4, -11, 3]","[1, -8, -5, -7, -7, -4, -2, -8, -1, -8, 1, -10, -1, -9]",18,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2678,4DWEsvMtSasrxjX8VoLPsB,"[3, 6, -2, -2, 1, -2, -5]","[8, -1, 0, -3, 8, -4, 0]",-9,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2679,65mBBavk9uSUFFuNEWStPy,"[5, 2, 0, -10, -11, -4, -14, 5, -9]","[-12, -12, 7, -5, -3, -5, 6, -7, -4]",7,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2680,PE84hZYoxg5RM2jRamuATC,"[7, -2, -6, 2, -3, -7, 6, -3, 1, 6, -6, 0, 3]","[-1, 11, 13, 7, 13, 11, 14, 1, 6, 5, -8, 3, 7]",-10,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2681,XmTwxzFnNhWkLQWXyD8ibA,"[-9, -9, -8, 7, -5, -13, -6, 4, 7, 0, 6]","[5, -6, 6, 3, 0, 5, 3, 0, 6, -5, 2]",9,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2682,2JUhevGLkFmkMVsjghRMea,"[8, -10, -9, -8, -16, 11, 0, -9]","[-9, 3, 10, 9, 13, -6, 3, -11]",0,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2683,CNFPTV8FdXKGSNMjWPtoWp,[],[],11,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2684,WseHgLoNvAFRx3iBzsSiTZ,"[3, 0, -6, -8, -3, -5, 1, 2, -8, 2, -9, -2]","[-6, -9, 6, -8, -7, -4, -2, -8, 1, -5, -6, 1]",4,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2685,KPescxDGrrejpLAMA3CWvh,"[6, 4, 6, 6, 6, -2, 10, 3, 11, -4, -4]","[8, 11, -4, -6, 3, 5, 8, 9, 1, 7, 3]",5,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2686,Wbmw5QTeS5A32CgFaZHN56,"[-3, 14, 2, -5, 1, -4, 11, 16, 6, 3, -5]","[3, -1, -7, 14, 3, -3, -6, 4, 13, 7, -7]",1,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2687,bK28hf9Fz6EKz5Fc7fVPc8,"[8, 15, -3, -13, -3, -4, -11, 11]","[-4, -8, 6, -18, -15, -4, -3, -8]",-17,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2688,AbyhkTkCyShQ6jReo5ekPm,"[-2, -11, 9, 2, 6, -8, 4, -12, -3, 6, 3, -12]","[11, -4, 8, -1, -7, -7, -9, -9, -6, -1, 7, 11]",12,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2689,CNFPTV8FdXKGSNMjWPtoWp,[],[],-12,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2690,E5HXgzZixu2UUpzczjFBKj,"[-6, 15, -8, 3, 4, 13, 1, -6, 6]","[13, 2, 1, 13, -8, 10, 17, -2, 6]",8,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2691,kLY9gXiuPhFJyd4BC7D65c,"[0, -4, -3]","[-1, -3, 6]",-11,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2692,bcQrXVuWSjEMJ9dNXfkvvV,"[-6, 16, 10, -4, -4, -5, -8]","[-5, 0, -2, -7, 1, 4, -7]",0,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2693,3nei8eZTcKop57WXSfHPDt,"[8, -3, 7, -6, -16]","[12, -9, -10, -10, -4]",-8,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2694,ngJrC4bJ2akFKDT5kHerEH,"[-2, -5, -6, -7, -10, -2, -10, -2, 8, 7, 3, 4]","[-9, 6, 4, -1, -10, 8, -2, 3, -10, 6, 7, 6]",-1,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2695,9w97vTG3AaqZrDkYRUzcNk,[-4],[4],10,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2696,hYk3hpjjp9y4suS996uxKo,"[6, 1, -1, -6, 6]","[-9, -2, 1, 0, -5]",17,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2697,8GtRsQ2x2CvhD7xmHeKhqP,"[-7, 9, 7, -5, 7, 6, -12]","[4, -10, -12, 9, -12, 7, 6]",-15,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2698,TVkyCqWwz7QWkhkN6HWj9C,"[14, -10, -11, 1, 9, -4, -2, -10, -3, -6, 15, 0, 11]","[14, -9, 11, -2, -5, 4, 13, -8, -1, 3, -9, 6, 4]",4,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2699,c9TNY37HR2NG4Sekr8GDR5,"[-9, 6, 12, 1]","[5, 0, 4, 8]",14,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2700,ep9uSdUbZg9Fbv7EfCz6Gg,"[-5, -9, -4, 2, -6, 1, 1, 1, -7, 3, -1, -3, -3, 4]","[1, -4, 4, -9, -4, -1, -6, 2, 3, -3, -5, -8, -9, -3]",-9,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2701,ZvJfLF8RghwJqeg3mHCprU,"[0, 15]","[13, 1]",1,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2702,Ndg7UWf8Nqc8RKjuZWdsHM,"[-2, -5, -12, -11]","[-11, -7, -14, -19]",-18,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2703,izUUwzoPtWMzcqiGoA5PLz,"[-12, -10, -16]","[-10, -18, 1]",18,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2704,jzEEkKQDXwQ2UDjEWvWXAK,"[10, -9, -11, 4, -6, -11, 4, -5, 1, 5, 9, -8, 7, 1]","[-10, 2, 0, 4, -2, -7, -8, 6, -2, -3, -4, -1, -2, 3]",-16,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2705,S6nRgpZZo86PHNKPrE6ejw,"[-8, -11, -12, 2]","[-3, -5, 10, -3]",-12,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2706,CLEJwRne6uTWdgnVtbX459,"[14, 10, -13, 5, -13, -12, 8, 0, 1, 15, 1]","[8, 12, -6, -4, 5, 0, 9, -2, 13, 10, 5]",16,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2707,QzHqZiWKuNNqmqdXAz5DyE,"[-4, -4, -7, -11, 5, -4, -3, -10, 5, -5, 6, -12, -11]","[-3, 3, -1, -8, -7, -9, -7, -10, -6, 4, 0, -3, -2]",-11,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2708,2C9zkg4XuZfeHw4T7SEqTu,"[8, 11, -7, -6, 9, 7, 3, -13, -13, 14, -16, 7, -17]","[-8, -2, -1, -12, -14, -11, -14, -5, 6, 12, -16, 9, 6]",-9,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2709,UzHXDwh7KashwQ3z3g2xJV,"[13, 8, -15, 2, 12, 8, 15, 10, -16, 2, -14, 11, 6]","[-8, -13, -14, -12, -12, -9, 8, 1, -12, -9, -8, 12, -5]",13,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2710,Qc2Q9v4iX6ifr34twG5jce,"[12, 7, 13, 3, 11, 9, 0, 2, -5, 5, 12, -1]","[15, 2, 16, -2, 3, -3, 16, 3, 16, -3, 2, 2]",-19,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2711,hxu6SQd2FZGu9m6TZDCWxo,"[-10, 0, -11, -12, -8, 4, -5, -11, 3, 5, -1, -6]","[-4, 7, 6, -3, 6, 4, 1, 3, -8, 6, -1, -13]",0,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2712,HXr3BCvJEG64RPs3DWTTKC,"[6, 5, -3, -1, -5, -8, -1, -7, -9, -5, 6]","[-7, 1, 3, 6, -1, -9, -2, 3, -4, -3, -6]",-7,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2713,VE4ZGb9tjp8LMm8hTjvtAx,"[-12, -15, 1, -16, -1, -4]","[-16, 1, -13, -2, 4, -2]",16,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2714,g8DuEKvHL4ozdmPwnCfTTS,[-1],[-1],-18,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2715,nQGEJg4mkRWTjXZC9CJYqx,"[-6, -6, -3, -8, -4, 3, -8, -4, 3]","[0, 1, 0, -7, -9, -7, -4, 2, 4]",-17,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2716,8PnAUZTTbpQSYFWuiNhdzp,"[-4, 14, 8, 8]","[-2, 3, 3, 12]",12,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2717,o7sVrpWvFsvCFSUhxPChQW,"[1, -4, -9, 6, -1, 8, -6, 2, 9]","[6, 7, 0, 1, -13, -7, 0, -1, 8]",-16,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2718,D9vSdeJEpq37CYc43fd9od,[0],[-12],6,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2719,Gkq7a6LoVcnpY3Tu659nxt,"[1, -6, 10, -3, 2, 10]","[3, -6, 6, -6, -5, 5]",10,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2720,JZnSpMVhkv53BBoXMZ6ikR,"[-6, 5, -6, 1, -4, 17, 16, -7, 11, -4]","[-6, 5, -7, 8, 8, 15, -7, -7, 7, -1]",7,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2721,S6eoDUrJGGru4oW9b57aGk,[1],[-6],10,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2722,2SUDAGh6punk2ctLFrAKjC,"[1, -1, -8, -3, -16]","[-19, 2, 2, 14, -2]",-10,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2723,Bh273KJMaSr2jKjYTwfEcQ,"[-11, 5, 0]","[-9, -10, -4]",-14,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2724,VHzdzK8WF3SsDcAWcgjEqe,"[-9, -6, -3, -2]","[5, -7, -3, -8]",3,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2725,CNFPTV8FdXKGSNMjWPtoWp,[],[],13,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2726,itUcV4a3g3w6ui58cH6qAq,"[-7, 7, -10, -9, 5, 4, 13, 6, 2, -9, 13, 8, -10, -10]","[7, 7, 13, 10, 18, -10, -2, 2, 9, 8, 14, 12, -8, -9]",-14,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2727,htfNx9MnfgNVuddoMupksF,"[-10, 1]","[-11, -8]",17,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2728,CNFPTV8FdXKGSNMjWPtoWp,[],[],0,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2729,DzHsYgZvtvfu2ov53bNLAK,"[2, -11, -11, 5, -2, -4, -8, -7, 2, -12]","[4, -3, 1, -3, -1, -11, 0, -1, -8, -11]",4,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2730,nhxKZTzHMsh7q8Z8HEBvjM,"[2, -3, 6, 8, 10, 3, -9, 2, 0, 2, 10, 0]","[-6, 2, 9, 10, 7, -8, -7, -4, 8, 2, -1, -2]",-19,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2731,m9TNxXiBg33VjPhXDSU2d7,"[-3, 13, -8, -8, 4, -1, 5, -6]","[9, 1, 10, 9, 11, -5, -7, 2]",15,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2732,eLkpUrU3yU2wi7v5UTKejf,"[11, 10, 2, 7, -5, 14]","[11, 1, 14, 15, 1, 0]",-1,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2733,CNFPTV8FdXKGSNMjWPtoWp,[],[],2,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2734,95TzZkcLocpDbKw6F598y4,[-14],[-4],9,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2735,YrjTnqSjfeBuAWTDWF85oZ,"[-16, -6, -7]","[-16, -14, -18]",15,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2736,AR4NNHvtXftZifr9uYCK2m,"[-1, -3, -8, 4, 6, -4, 2]","[6, -2, 0, -13, -11, -14, 0]",-11,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2737,MxRxuxyqFdKqdBhLu8hvdc,"[6, -1, 13, 15, -9, -6]","[-7, 5, 6, -14, 10, -5]",10,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2738,KcDiM7NrUS3hJSzFseSMaY,"[-2, -9, -15, 8, 8]","[8, 8, 8, -4, -10]",-2,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2739,g8DuEKvHL4ozdmPwnCfTTS,[-1],[-2],15,<class 'list'>,<class 'list'>,<class 'list'>,1,1
