,id,td_a,td_b,td_type_a,td_type_b,size_td_a,size_td_b
2715,4fvGPVYbMETs3FmaJFDB6T,"[9, 4, 0, -9, -3, 4, 3, -8, -8, -9, 3]","[-10, 8, -7, 4, -7, -9, 3, -6, -8, -10, -2]",<class 'list'>,<class 'list'>,11,11
2716,XQgrJxwKCSDv4szP3pp7FQ,"[3, 1, 11]","[8, -1, 5]",<class 'list'>,<class 'list'>,3,3
2717,YkG8CEV8YY4dsHtoAuknMT,"[-8, -1, 3, -2, 1, -5, 4, 1, -2, 1, 1]","[-7, -3, -7, 0, -1, 3, -7, 4, 1, 4, 2]",<class 'list'>,<class 'list'>,11,11
2718,HDMEGdDWdNVexmw43pPeTX,"[-2, -3, 5, 14, -4, 8, 0, 3, -3]","[-5, 9, -4, 2, -5, -2, -3, 5, 12]",<class 'list'>,<class 'list'>,9,9
2719,H8QrPZ2GUEpiHyPCUFJ8kP,"[-6, 3, -2, 0, -4, 0, 0, -7, 4, 4, 0, -8, -8]","[3, 3, 2, -7, 6, -6, -8, 2, -4, -6, -8, 6, 3]",<class 'list'>,<class 'list'>,13,13
2720,FEB9mK5sPXsy9NGa8V7BdA,[-2],[-8],<class 'list'>,<class 'list'>,1,1
2721,f2QZ8XXHK5yH6CBdWvCnTN,"[-5, 2, -3, -3]","[6, 9, 10, 2]",<class 'list'>,<class 'list'>,4,4
2722,nRui9ND5qAeKrp2qgy364A,"[1, 14, 16, 8, 3, 2, -7]","[10, -1, -4, 16, 9, 12, 14]",<class 'list'>,<class 'list'>,7,7
2723,f8YJD64aAM6k8h5Ebyx8s4,"[-4, 1]","[4, -6]",<class 'list'>,<class 'list'>,2,2
2724,dJxgAmFCxYbwsrPjH4csWF,"[10, 10, 0]","[-19, -13, -9]",<class 'list'>,<class 'list'>,3,3
2725,Crs3ywc9uCYxacseTbEPr3,"[7, 11]","[6, 1]",<class 'list'>,<class 'list'>,2,2
2726,WgTELAwyWath67cpPS2YEx,"[-3, 2, -4, 6, -5, -4]","[2, 4, 4, 2, 3, 1]",<class 'list'>,<class 'list'>,6,6
2727,ioK8wcDsDdhxG3kjt3caBR,"[5, -1, 0, -2, 8, 2]","[15, -8, 14, -4, -1, -6]",<class 'list'>,<class 'list'>,6,6
2728,hT6kT42arVi2DbXWaBc2xn,"[-8, 5, 3, -14, -7, -9, 10, 17]","[-2, -17, -12, 3, 17, -13, 3, -16]",<class 'list'>,<class 'list'>,8,8
2729,PejaHmrYgvxq66mmL5ncVh,[12],[1],<class 'list'>,<class 'list'>,1,1
2730,nPfauSRPeac9iYPjuSftSP,[-5],[5],<class 'list'>,<class 'list'>,1,1
2731,WyuwyEXWspLrFu8o6Gwkrb,"[-8, 4, -7, -9, -1, 3]","[-5, 6, 4, 6, -9, -9]",<class 'list'>,<class 'list'>,6,6
2732,TX9FvQBJ7EKoab7DYUwVu4,[9],[-8],<class 'list'>,<class 'list'>,1,1
2733,Wcm5Mrmb9K6GuKAGTjsbnt,"[0, -6, 2, 1, -9, -9, -3, 5, -5, 1, 4, -10, 2, 6]","[-8, -6, -1, 10, -5, -8, 0, -9, -10, -4, -7, -5, -5, 2]",<class 'list'>,<class 'list'>,14,14
2734,M5qcY4TKQdw92WH4ZSND9N,"[-8, 4, 14, -6, 4, 10, 17, -6, -3, -4, 4, -4, -9]","[5, 1, 8, -9, 7, 5, 1, 12, -8, 12, 13, 11, 8]",<class 'list'>,<class 'list'>,13,13
2735,AXmmvY9BWoVv4BAmLKTtEq,"[-2, -2, 14, 16, 16, -3, 16, 1]","[0, 4, 15, 0, 3, 10, 0, 15]",<class 'list'>,<class 'list'>,8,8
2736,4pcxZChU6WnmWxzQ6CG4sD,"[-3, 0, 5, -1, 0, -3, -5]","[5, 5, -4, 2, -2, -2, 4]",<class 'list'>,<class 'list'>,7,7
2737,Wx88iMKTmA5nEJVTQim5EF,"[1, -6, -7, 4, 0]","[-7, -9, 3, -5, -9]",<class 'list'>,<class 'list'>,5,5
2738,hYzqEegCcSjJ4T5QEjpzt7,"[-2, -3, -2, 12, 9, 3, 8, 5, 2, 6, -5, 2, 12]","[8, 6, 15, 13, 4, 2, 11, 15, 0, 1, 13, 6, 4]",<class 'list'>,<class 'list'>,13,13
2739,QnuLo4cVjuxD4T95D6yW3K,"[-7, 6, 14, -5, -2, 6, 3, -3]","[0, 6, 10, 7, -3, 2, 6, 15]",<class 'list'>,<class 'list'>,8,8
2740,HbZz5QBpHrtBzNWcWUTpBj,"[-9, 5, -9]","[1, -15, -6]",<class 'list'>,<class 'list'>,3,3
2741,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2742,MLG9txbnaNGSDCBJNRaHwM,"[-7, -13, 9, 0, 7, -5, -10, 5, 8]","[-7, 5, 1, 7, -6, 6, 8, -10, 6]",<class 'list'>,<class 'list'>,9,9
2743,F3YkaPkC7nVXfxsrSCLsgU,"[-2, -3, 11]","[-2, -2, 8]",<class 'list'>,<class 'list'>,3,3
2744,dwHJZBwidKfKaSjRbgg4SR,"[-3, -3, 2]","[-15, -12, 9]",<class 'list'>,<class 'list'>,3,3
2745,Xh9ZPRp3PwoDdoyB4MRXTX,"[-8, -9, -15]","[-17, 7, -9]",<class 'list'>,<class 'list'>,3,3
2746,PhCaU8yXftmuEeNDsfdWXB,"[-2, -4, -6, -4, 2, -3, -1, -1, -7, -2]","[6, -5, 3, 2, -5, -3, 5, 6, 2, -1]",<class 'list'>,<class 'list'>,10,10
2747,D9vSdeJEpq37CYc43fd9od,[0],[-2],<class 'list'>,<class 'list'>,1,1
2748,dCfnvqm7m8WuKCt7kQMAVr,"[-5, 1, -5, -10, -1, -6, -7, -6]","[-9, 2, -6, -9, -8, 2, -8, -9]",<class 'list'>,<class 'list'>,8,8
2749,HSTkdLrdLBQkz3AWyoaCkk,"[3, -6, -11, -10, -8, 16, -11, 6, 4, 13, -10, -5, 2]","[-12, 15, 10, -6, 1, -11, 0, 17, 9, 1, -7, 4, -10]",<class 'list'>,<class 'list'>,13,13
2750,Nnh6LrFbP2Rbfz43KkL3dz,"[-5, -4, -14, -12, -14, -7, -8, 3, -1, -11]","[-1, -15, -7, -14, -10, -14, -9, -1, 0, -9]",<class 'list'>,<class 'list'>,10,10
2751,gfQL4UjopoBU5EfVq22BEn,"[8, -1]","[-5, 6]",<class 'list'>,<class 'list'>,2,2
2752,LoZgXjyWHtp4BpWBE7DNSF,"[-16, -7]","[-7, -7]",<class 'list'>,<class 'list'>,2,2
2753,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2754,Sgiz4pAgw9X3TPzjkHs4PT,[-13],[3],<class 'list'>,<class 'list'>,1,1
2755,mMYuUiqjgeD2jCYGu84mWn,"[13, 1, 3, -1, -6, 7, -10]","[8, 1, 6, -11, -9, -8, 7]",<class 'list'>,<class 'list'>,7,7
2756,CPJLs89QkkyDRD4zLh5CNY,"[-15, 3, -3, -18, -16, -12, -3, 2, 3, -10, 3, -2, -6]","[-16, -14, -17, -5, 4, -13, 3, -12, -7, -5, 2, -11, 4]",<class 'list'>,<class 'list'>,13,13
2757,YFsvbxebCsU6MNRuiECe2f,[-3],[-4],<class 'list'>,<class 'list'>,1,1
2758,iMy3vM2PZauRhSCKm6yV8T,"[-8, 6, 5, -3, 3, 10]","[-6, 8, 6, 14, -2, 2]",<class 'list'>,<class 'list'>,6,6
2759,VKwrykgH2tZqyszx9S8NWR,"[3, 9, 11, -10, -15, -12]","[-4, -15, 5, 1, 12, -12]",<class 'list'>,<class 'list'>,6,6
2760,VK3QfAFtedYTJB8byvwyXs,"[10, -13, -1]","[4, 9, 3]",<class 'list'>,<class 'list'>,3,3
2761,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2762,Y5sEer53EWmJUSfLCiSaEf,"[-2, -12, -5, -18, -5, -3, -11, -3, 9, 3, -8]","[2, -1, -14, -3, -15, -6, -1, 14, 7, -8, 12]",<class 'list'>,<class 'list'>,11,11
2763,NYtV73uNwxNM8RrQsRyZrg,"[0, -4, 1, 4, -4, -3, -5, -4, -4, -1]","[0, 0, 0, -4, -5, -3, 3, -3, -4, 1]",<class 'list'>,<class 'list'>,10,10
2764,GnwamDHYPBnup6M89Gzrh6,"[-4, 1, -13, -11, -9, -4, 3, 4, -7, -9]","[-5, -4, -2, -11, -16, -3, 1, -3, -13, -6]",<class 'list'>,<class 'list'>,10,10
2765,6ETCxqRHrbVpjYs5R5E2zY,"[-7, -4]","[-3, -8]",<class 'list'>,<class 'list'>,2,2
2766,FYZ9XoeAAGhB7jnU93Daa3,"[12, 16, -19, 1, -5, -19, 6, -15, 0, 18, -19, 6]","[-2, 7, 9, 5, 3, -18, 4, -18, -16, -10, 4, -4]",<class 'list'>,<class 'list'>,12,12
2767,fnQY4kUdV55AmPjBvYf4Rr,"[-8, 3, -8, -3, 13, -11, 11, 0, 2, -11]","[-12, 0, -15, -2, 9, -9, 9, 12, -11, 5]",<class 'list'>,<class 'list'>,10,10
2768,FEB9mK5sPXsy9NGa8V7BdA,[-2],[3],<class 'list'>,<class 'list'>,1,1
2769,kTP7AvnPbB5iX7yDygo3js,"[-6, -10, 4, 5, -5, -7, -3, -1, -4, -10, 4, -1, -2]","[5, 8, -14, 1, 4, -3, 5, 8, 3, 0, 4, -2, -2]",<class 'list'>,<class 'list'>,13,13
2770,oPYQHw4GhoJSDzVszbPE3N,"[-6, -2, 4, -7, 2, -7, -1, -7, -7, -2]","[6, -8, 4, 0, 5, -10, -6, 0, -2, 3]",<class 'list'>,<class 'list'>,10,10
2771,5SNHiyS6coicFfEHwKVSBj,"[10, 18, 9, 16, 11, 2, 4, 15]","[17, 6, -5, 1, 9, 8, -6, -5]",<class 'list'>,<class 'list'>,8,8
2772,ejvNytx8KbpndtUFsoghys,"[-8, -4, 4, 2, -5, 3, 1, -7, -5, -7]","[-5, 1, -2, -3, -8, -7, -5, -5, -4, 2]",<class 'list'>,<class 'list'>,10,10
2773,S6KYoPg4EDboUhHEgmEBPZ,"[-5, -4, 4, -4, 1, 0, -1, -5, 3]","[-5, -2, -1, 1, 3, 4, 1, 0, -3]",<class 'list'>,<class 'list'>,9,9
2774,YFsvbxebCsU6MNRuiECe2f,[-3],[-2],<class 'list'>,<class 'list'>,1,1
2775,jwvdBW9CBtp7m8B4EZroPS,"[-17, -3, 3, -13, -15, -11, -2, -3]","[1, -17, -15, -15, 2, -14, -2, -5]",<class 'list'>,<class 'list'>,8,8
2776,dX799r6yLPYcA6UmF7oJ2X,"[-15, -13, 5, -8, -11, 1, -1, -12]","[4, -17, -17, -9, -13, -6, -1, 4]",<class 'list'>,<class 'list'>,8,8
2777,2gLmxALDpw736imrnP9xNo,"[7, 12]","[-7, 9]",<class 'list'>,<class 'list'>,2,2
2778,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2779,85YRHHeqBTXf8Tm4gMHWRm,"[1, 8, 2, 9, 13, 13, 13, 3, -2, 14, -4]","[1, -1, 0, 5, -3, 5, 5, 6, 0, -3, 3]",<class 'list'>,<class 'list'>,11,11
2780,fB78AcF36AKJpJH5YPcqhr,"[-2, 1, 8, 2, -12, 0, -1, 6, -10, 7]","[-6, -2, 0, 5, 5, 9, -13, -12, 0, 2]",<class 'list'>,<class 'list'>,10,10
2781,kjYACF2S3aT66Brxh9DJNb,"[-9, 11, -4, -1, 18]","[12, 3, -1, -10, -7]",<class 'list'>,<class 'list'>,5,5
2782,NfgqfzSJ9MMthQ9S8dnR4Y,"[-9, -10, 0, -6, -10, -6, -2, 5, 4, -10, 4, -7, 9]","[-9, 8, 5, 8, 12, -7, 4, 8, -9, -9, 4, 7, -7]",<class 'list'>,<class 'list'>,13,13
2783,gTdiCzEksDaJ4qpSPAxycn,"[-6, 1, -2, 1, 9]","[-2, 9, 6, 2, 7]",<class 'list'>,<class 'list'>,5,5
2784,dFeVLCtpCUhFWsuAjJwhg3,"[-3, 7]","[2, 9]",<class 'list'>,<class 'list'>,2,2
2785,9dmfLtbAMMZmUFja5eYJQn,"[-15, 10, 0, 6, 8, 1, -10]","[-12, -3, -8, 10, -13, 1, 11]",<class 'list'>,<class 'list'>,7,7
2786,J3MG4mbyJ7QfWtCgUnsZC5,"[-3, -3, -9, -1, -1, -8, 1, -2, 3]","[5, -5, -13, -6, -8, -4, -14, -6, -13]",<class 'list'>,<class 'list'>,9,9
2787,eSEZ7DJm72bcxgisLSYXgs,"[-9, -3]","[-4, 6]",<class 'list'>,<class 'list'>,2,2
2788,RTt69M67gYuZJZanPTgJ3w,"[-3, -1]","[4, 7]",<class 'list'>,<class 'list'>,2,2
2789,EK2gzcf4NwMphrcYKDFtdm,"[0, 5, 7, 10, 9, -2, 9, -3, 8, 9, -6, -3, 3, 9]","[-5, 0, 14, -4, 0, -2, 8, 6, 15, 11, -2, 9, 15, 8]",<class 'list'>,<class 'list'>,14,14
2790,bQKkptn84eZa34fLeoypxy,"[-12, -5, -4]","[-5, 5, -6]",<class 'list'>,<class 'list'>,3,3
2791,DsmUEjhTM3biQj5KDC8D7Q,"[6, 2, -9, -8, -5, 3, 8, 5, 1, -10]","[-5, -7, 7, -6, -11, 1, -10, -4, -3, -3]",<class 'list'>,<class 'list'>,10,10
2792,nUZFUhNe6jt3aAHDApdeEQ,"[4, 0, -19, -16, -3, -2, -19, 1, 0, -11, -5, -10]","[-17, -10, -3, -11, -16, -8, -9, -11, -5, -9, -18, -19]",<class 'list'>,<class 'list'>,12,12
2793,BYx44vzW54uqkXckuaWQgk,"[11, 9, 17, 10, -18, 16, -17, -15, -8, -12, -6]","[-14, -5, 8, 13, -6, -4, 14, -13, 1, -5, 6]",<class 'list'>,<class 'list'>,11,11
2794,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2795,GeaCFRcdt7jpF6q2PEY72u,"[-2, -1, -17, 12, 6]","[7, 8, 6, 9, -16]",<class 'list'>,<class 'list'>,5,5
2796,NWRuiaq5KbVGidVeNeYTm9,"[10, -2]","[11, 1]",<class 'list'>,<class 'list'>,2,2
2797,MZeuiBA2kgNiXkWFp7vned,"[3, -2, 2]","[11, 9, 9]",<class 'list'>,<class 'list'>,3,3
2798,CYg8jGHJv7vUj4V3d4KgBz,"[3, -6, -7, -8, -3, 2, -6, -2, -6, 2, -5]","[-7, -5, 2, 4, -5, 2, -1, 1, -9, 3, -7]",<class 'list'>,<class 'list'>,11,11
2799,c8WftnkE64m7tgfeJUTRA3,"[-7, 5, 7, -1, -7, 4, -1, 1]","[4, -10, 5, 6, -12, -15, -14, 1]",<class 'list'>,<class 'list'>,8,8
2800,hSXBt64so5WGvyMmd5t9d2,"[3, 6, -1, -1, -5, -7, 1, -6, -7, 11, 0, 10]","[2, 10, -2, 1, 9, 6, 0, -6, 3, -4, -4, 6]",<class 'list'>,<class 'list'>,12,12
2801,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2802,S6eoDUrJGGru4oW9b57aGk,[1],[-5],<class 'list'>,<class 'list'>,1,1
2803,cahDDouHr6FethhxYSqXiH,"[-6, 8, -4, 5, -14, -5, -11, -2, 2, -12, 5, -11, -2]","[-11, 7, -16, -2, 4, 4, 3, 8, 5, 8, -13, 5, -13]",<class 'list'>,<class 'list'>,13,13
2804,GggBM5k6V5waQD3K9b6MsY,"[7, 7, -2, -10, -9, -8, -10, 4, -5, -7, -8, 2, -4]","[-2, -6, -4, -6, -1, -10, 2, 7, -7, 3, 1, -1, -10]",<class 'list'>,<class 'list'>,13,13
2805,NBizxKyHoMHPjT4FxCcxAx,"[-3, 0, 1, 1, -5, 4]","[-1, -1, 1, -3, -1, 3]",<class 'list'>,<class 'list'>,6,6
2806,AD2LiM82hncQgmvtyRAFGX,"[-6, 0, -11]","[2, 5, 8]",<class 'list'>,<class 'list'>,3,3
2807,GfG7LYCDzaZ4zFFothWcja,"[-9, -3, 3, 7, 4, 6, -12, -3, -7, -6, -13]","[1, 7, -10, -5, -6, 5, 2, -12, 1, 2, 6]",<class 'list'>,<class 'list'>,11,11
2808,LiYCUQ6YViDKVr8Lqv7ddk,"[6, -12, 4, -3, -9, 4, 2, 10]","[3, -5, 5, 6, 1, -9, 1, -17]",<class 'list'>,<class 'list'>,8,8
2809,MUJqFMctiszRm8qm3utvFo,"[-13, 5, -11, 3, -12, -9]","[1, 5, -5, 1, -12, 12]",<class 'list'>,<class 'list'>,6,6
2810,NfpToUzPdKqy6SJcLXRB5u,"[-2, -11, -2, -7, -9]","[5, 1, -2, -8, 0]",<class 'list'>,<class 'list'>,5,5
2811,iBqRCcV7grCnJawjfzNj2d,"[8, 1, 9, -7, 0, 3, -8, 6, -4]","[8, 2, -4, 2, -2, 9, 9, -1, 6]",<class 'list'>,<class 'list'>,9,9
2812,6hoCgziXmMCy3sDfuuwWTp,"[9, -4, -10, 10, -13, 9, 9, 9, -14, -15, -6, -9, 5, 4]","[-6, -12, 2, -14, 0, 10, -5, 7, 5, -15, -1, -4, 1, -4]",<class 'list'>,<class 'list'>,14,14
2813,QYCAGpUbKxQJCeGAd3rLqG,"[11, -5, 9, -4, 1, 15, 3, 1, 16, -6]","[11, 14, 1, 11, -1, 1, 3, 18, 18, 11]",<class 'list'>,<class 'list'>,10,10
2814,7TURYyzBvUmXHzWmrF69xU,"[-10, -4]","[7, 7]",<class 'list'>,<class 'list'>,2,2
2815,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2816,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2817,EJm6ybXHEgurYrcLK4KAzw,"[5, 0, 0, -6, -1, 5, -2, 1, -7, 2, 1, -3, 1, -6]","[-5, -8, -8, -1, -6, 2, 5, 5, 3, -2, -8, 2, -2, 5]",<class 'list'>,<class 'list'>,14,14
2818,Jwq5TqpvWgkSnm2EnPVMoR,"[-10, -9]","[2, -6]",<class 'list'>,<class 'list'>,2,2
2819,oDJjuug6u7yRtH2oVw2t2s,"[-4, -1, 3, 5, 5, 1, 5, -2, -5]","[-5, 0, -3, -1, -2, 6, 2, 4, -2]",<class 'list'>,<class 'list'>,9,9
2820,UPx5WQ53SfWz8iEaQNm94f,"[-8, -1, -10, 3, 4]","[-5, -3, -14, -1, -2]",<class 'list'>,<class 'list'>,5,5
2821,6qcGBeAXznDLfck7jYRASu,"[-6, 7, -2, -6]","[12, -5, 5, -6]",<class 'list'>,<class 'list'>,4,4
2822,biqP7zLiMy3HsEpLzYuTGw,"[0, 4, 8, 8, 7, 10, 10, 1, 9, -2, 3, 3]","[1, 2, 16, 16, 3, 5, -3, 1, 4, 16, 11, 7]",<class 'list'>,<class 'list'>,12,12
2823,gjf88yDdvnbRvSAkpswwsW,"[5, -8, -6, -1, -5, 2, 5, 5, 2, 2]","[-3, -7, 0, 5, 0, -8, 0, -7, 5, -4]",<class 'list'>,<class 'list'>,10,10
2824,gi7vfcDr96nJM7H44cjUXK,"[-4, 1, 4, -8]","[-10, 4, 7, -11]",<class 'list'>,<class 'list'>,4,4
2825,Gi2xLgWqfRHkm7qb3zh9z5,"[10, -14, 10, -7, -4]","[-17, -5, -1, -8, -10]",<class 'list'>,<class 'list'>,5,5
2826,8h4w4yxnPSzsbUsGBQp9M3,"[10, 11, 1, 6, -2]","[-3, 7, 3, 3, 2]",<class 'list'>,<class 'list'>,5,5
2827,2T8etam76hmaBMKZbruxzC,"[-7, 0, 4, 4, 2, 8, 9]","[13, -12, -5, -8, 9, -5, -2]",<class 'list'>,<class 'list'>,7,7
2828,9w97vTG3AaqZrDkYRUzcNk,[-4],[-7],<class 'list'>,<class 'list'>,1,1
2829,D9vSdeJEpq37CYc43fd9od,[0],[-1],<class 'list'>,<class 'list'>,1,1
2830,MA6HQDDthTjxzncawyYDnP,"[-6, -3, -10, 8, -13, -12, -3, -9]","[7, -3, -6, -5, -14, -14, 8, -16]",<class 'list'>,<class 'list'>,8,8
2831,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2832,7jPXosooXqdU4n9vBE3aMo,"[16, -12, -14, 11, -3]","[13, 6, 8, 2, 13]",<class 'list'>,<class 'list'>,5,5
2833,TMgm537jnYomPNdrTXH2aA,"[10, 13, 6, -4, 12, -6, 15]","[-3, -6, -4, -5, -11, 9, 16]",<class 'list'>,<class 'list'>,7,7
2834,3iVAkzdmwu5sKcPhFUc469,"[-16, 7, 6, -3, -1]","[-1, 5, 8, 13, -5]",<class 'list'>,<class 'list'>,5,5
2835,UmXin3jWjW77F64EtV8V6q,"[-5, 1, -10, -6, -8, 16, 0, 5, 14, -8, 4, 4]","[-9, 10, 11, 15, -4, -10, 0, 10, 8, 16, -2, 12]",<class 'list'>,<class 'list'>,12,12
2836,24wXBDNybpB9ghWr2SaX8K,[2],[-3],<class 'list'>,<class 'list'>,1,1
2837,4j7rPDXyxvF7fQt9SJZfgw,"[5, 10, -1, 11, 0, 8, 5, -3, 8, 5, 8]","[11, 0, -2, 6, -1, 4, 7, -2, 1, -6, -1]",<class 'list'>,<class 'list'>,11,11
2838,JRVNvjgSgv3GSoDH2GgdGn,"[1, 9, 6, 18, 4, 2, 8, 2, 6, -3, 4, 8]","[-2, 8, 16, 10, -1, -3, -3, 16, 17, 13, 17, 2]",<class 'list'>,<class 'list'>,12,12
2839,ZLYCsTTLRPHFNHHY2mS7kP,"[-16, -6, -17, -1]","[0, -6, 3, 4]",<class 'list'>,<class 'list'>,4,4
2840,ThBcYByVt9JiRB8SEiJvCU,"[10, -5, -8, 7, -10, 7]","[-12, -3, 4, 0, 4, -2]",<class 'list'>,<class 'list'>,6,6
2841,D9vSdeJEpq37CYc43fd9od,[0],[12],<class 'list'>,<class 'list'>,1,1
2842,ViqiEzbxep7sjRRaAH8GAr,"[3, 8, 6, 3]","[5, 8, 4, -1]",<class 'list'>,<class 'list'>,4,4
2843,GsvUJRSeod5CVN9EWbHQeM,"[-10, 4, 1, -1, 3, -9, -6, 1, -10, 4]","[-9, -8, -5, -8, 4, -3, -9, -13, -6, 3]",<class 'list'>,<class 'list'>,10,10
2844,nhqFCr3tzGAvPnbQDr6uZ7,"[-13, 3, -18, 9, -18, -8, 11]","[2, 7, 14, -18, 3, 2, 15]",<class 'list'>,<class 'list'>,7,7
2845,bhMzhNVSvb3rpcqHZow3rA,"[-11, 5, -5, 4, 7, 7, -3, -10, -4]","[-1, -13, -3, -13, -15, 1, -7, 7, -4]",<class 'list'>,<class 'list'>,9,9
2846,TnDiG96gpPSHCEGw4xk6iG,"[10, -1, 4, 15, 4, -2, -8, 8, -4, -8, -3, 6, -2]","[7, 15, 3, -2, -7, 7, 14, 2, -6, 2, 4, -6, -1]",<class 'list'>,<class 'list'>,13,13
2847,Yy3pRDe4UfRaFJArunPZgJ,"[11, -4, 1, -6, 7, -7, 8, 1, -2]","[7, -14, -12, 0, -8, -3, -1, 1, 6]",<class 'list'>,<class 'list'>,9,9
2848,DydyEzni64deqJgd7N8XHS,"[-9, -9, -3, -16, -8, -14, 3, -7, -3]","[-4, -5, -7, 5, -15, -3, -6, -15, -12]",<class 'list'>,<class 'list'>,9,9
2849,bdm2mCxfi6wipjcfZKX2Q6,"[9, 8]","[8, 3]",<class 'list'>,<class 'list'>,2,2
2850,EStMRL9ywNYjebMepK8Dvt,[8],[-10],<class 'list'>,<class 'list'>,1,1
2851,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2852,hH82aiWWnJqWmVkHURqhXP,"[4, 3, -7, 11, 9, -7, -17, -3, -2, 3, 3]","[-8, -3, -1, -18, -5, -6, -9, 7, -15, -4, 9]",<class 'list'>,<class 'list'>,11,11
2853,gSXLcYNK8QBGHhgGWUXJGq,"[4, 3, -1, 11, -10, 5]","[-2, -7, 0, -9, -3, 10]",<class 'list'>,<class 'list'>,6,6
2854,kzxNVN6MJ254iR4Zz9bPjV,"[-9, -5, -1, -12, 1, -10, -10, -8, -7, -7, 1, -3, -1]","[-5, -10, 1, -11, 0, -5, -4, -6, -12, -1, -12, 2, 2]",<class 'list'>,<class 'list'>,13,13
2855,3HN9nHstkM76FchvdsMJmF,"[-3, 7, 6]","[-12, -11, -5]",<class 'list'>,<class 'list'>,3,3
2856,Aw83usAvmvgjAgFP7nzkaw,"[-12, -8, -13, -10, -16, 6, -8, -11, -1]","[3, -1, -15, -3, -11, 1, 7, -2, -3]",<class 'list'>,<class 'list'>,9,9
2857,bRx73Ak5UFD3up3iYCvcgL,"[15, -8, -9, 14, 11, -7, -7, 11]","[2, -8, -5, 7, -5, -3, 13, 15]",<class 'list'>,<class 'list'>,8,8
2858,RXaEwUEDphUnPjVgLNAB9S,"[10, 5]","[7, 1]",<class 'list'>,<class 'list'>,2,2
2859,WgfAZiapuD9vfQvxycTvx2,"[-3, -3, -4, 2, 3, -2, -12]","[0, 1, 0, 6, -8, -9, -2]",<class 'list'>,<class 'list'>,7,7
2860,27ucfKei5VaawZtHY8G2zT,"[-1, 5, 5]","[-4, -4, 4]",<class 'list'>,<class 'list'>,3,3
2861,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
2862,7Tz39ixGrM7jK5BkzF5UTc,"[-1, -9, -11, -5, -11, -2, -8, -2, 5, 2, -7, -5, -8, -2]","[-9, -8, 1, -3, -6, 6, -11, -7, 1, 1, 10, 5, 10, 7]",<class 'list'>,<class 'list'>,14,14
2863,CAfQ9jobLPbEyEuVv84Pwn,"[-6, 1, 3, -9]","[-8, 3, -5, -2]",<class 'list'>,<class 'list'>,4,4
2864,9Z4rtKj9MxyPQGrEVZ4m5N,"[-6, 5, 5, -7, 1, 1, 2, 2, -1, 0]","[-3, -2, -7, -4, -11, -11, -5, -6, 4, -5]",<class 'list'>,<class 'list'>,10,10
2865,FxfSQRz5TTeiRTr6HL67Nv,"[-16, -13, -4, 6, -14]","[5, -1, -2, -17, 4]",<class 'list'>,<class 'list'>,5,5
2866,dK3WMcAaz6cEiFYajoAoZx,"[-14, -3, -5, -2, -4, -3, 2, 0]","[-11, 7, -6, -10, -10, 2, -12, -8]",<class 'list'>,<class 'list'>,8,8
2867,5CPbXiQggu4DLNf7mRwA8C,"[7, 8, -12, 8, 9, -3, 3, -8, -11, -3]","[2, 0, -6, 1, -13, 10, -5, 4, -2, -8]",<class 'list'>,<class 'list'>,10,10
2868,VuZsxY65frHyn9E6Lvdrdq,"[-4, -1]","[2, 10]",<class 'list'>,<class 'list'>,2,2
2869,Q4odByspiDyxsEkcX2JoR8,"[-5, 1, -10]","[-9, 1, -11]",<class 'list'>,<class 'list'>,3,3
2870,PeF24nr6aPaBAwE3Nrqp7i,"[-8, -12, -3, 2, -2, -10, 3, 0, -3, -13]","[-9, -8, -7, -5, -13, 2, 2, 4, 2, 4]",<class 'list'>,<class 'list'>,10,10
2871,iy269ZK7v5nzLWkpKRpMp8,"[9, 9, 5, 5, 7, -13, -6, -11, 3]","[-7, 2, 7, 11, 9, 6, -9, 6, 15]",<class 'list'>,<class 'list'>,9,9
2872,9iYAJdAMivViZNwcDjutDN,"[-12, -7, 12, -3, -11, -6, 12]","[14, 12, -14, -9, -7, 10, -14]",<class 'list'>,<class 'list'>,7,7
2873,9zKERuKTnqcrUoH3VYbAJo,"[-4, -3, -1, 7, 3, -7, 7, 5]","[1, 7, 6, -2, 1, 10, 3, 9]",<class 'list'>,<class 'list'>,8,8
